x,y,popdensity
115.145833333,-8.07083333366667,531.200622558594
115.154166666333,-8.07083333366667,531.200622558594
115.162499999667,-8.07083333366667,531.200622558594
115.170833333,-8.07083333366667,531.200622558594
115.179166666333,-8.07083333366667,531.20068359375
115.187499999667,-8.07083333366667,531.200622558594
115.195833333,-8.07083333366667,531.200622558594
115.129166666333,-8.079166667,531.200622558594
115.137499999667,-8.079166667,531.200622558594
115.145833333,-8.079166667,531.200622558594
115.154166666333,-8.079166667,531.200622558594
115.162499999667,-8.079166667,531.200622558594
115.170833333,-8.079166667,531.200622558594
115.179166666333,-8.079166667,531.200622558594
115.187499999667,-8.079166667,531.200622558594
115.195833333,-8.079166667,531.200622558594
115.204166666333,-8.079166667,531.200622558594
115.212499999667,-8.079166667,531.200622558594
115.220833333,-8.079166667,531.200622558594
115.112499999667,-8.08750000033333,531.200622558594
115.120833333,-8.08750000033333,531.200622558594
115.129166666333,-8.08750000033333,531.20068359375
115.137499999667,-8.08750000033333,531.20068359375
115.145833333,-8.08750000033333,531.200622558594
115.154166666333,-8.08750000033333,531.20068359375
115.162499999667,-8.08750000033333,531.20068359375
115.170833333,-8.08750000033333,531.200622558594
115.179166666333,-8.08750000033333,531.20068359375
115.187499999667,-8.08750000033333,531.20068359375
115.195833333,-8.08750000033333,531.20068359375
115.204166666333,-8.08750000033333,531.20068359375
115.212499999667,-8.08750000033333,531.20068359375
115.220833333,-8.08750000033333,531.200622558594
115.229166666333,-8.08750000033333,531.20068359375
115.237499999667,-8.08750000033333,531.200622558594
115.245833333,-8.08750000033333,531.200622558594
115.254166666333,-8.08750000033333,531.200622558594
114.445833333,-8.09583333366667,531.200622558594
114.454166666333,-8.09583333366667,531.200622558594
114.462499999667,-8.09583333366667,531.200622558594
114.470833333,-8.09583333366667,531.200622558594
114.479166666333,-8.09583333366667,531.200622558594
114.487499999667,-8.09583333366667,531.200622558594
115.104166666333,-8.09583333366667,531.200622558594
115.112499999667,-8.09583333366667,531.200622558594
115.120833333,-8.09583333366667,531.200622558594
115.129166666333,-8.09583333366667,531.200622558594
115.137499999667,-8.09583333366667,531.200622558594
115.145833333,-8.09583333366667,531.200622558594
115.154166666333,-8.09583333366667,531.200622558594
115.162499999667,-8.09583333366667,531.200622558594
115.170833333,-8.09583333366667,531.200622558594
115.179166666333,-8.09583333366667,531.200622558594
115.187499999667,-8.09583333366667,531.200622558594
115.195833333,-8.09583333366667,531.200622558594
115.204166666333,-8.09583333366667,531.200622558594
115.212499999667,-8.09583333366667,531.200622558594
115.220833333,-8.09583333366667,531.200622558594
115.229166666333,-8.09583333366667,531.200622558594
115.237499999667,-8.09583333366667,531.200622558594
115.245833333,-8.09583333366667,531.200622558594
115.254166666333,-8.09583333366667,531.200622558594
115.262499999667,-8.09583333366667,531.200622558594
115.270833333,-8.09583333366667,531.200622558594
114.445833333,-8.104166667,531.20068359375
114.454166666333,-8.104166667,531.200622558594
114.462499999667,-8.104166667,531.200622558594
114.470833333,-8.104166667,531.200622558594
114.479166666333,-8.104166667,531.200622558594
114.487499999667,-8.104166667,531.20068359375
114.495833333,-8.104166667,531.200622558594
115.095833333,-8.104166667,531.200622558594
115.104166666333,-8.104166667,531.20068359375
115.112499999667,-8.104166667,531.20068359375
115.120833333,-8.104166667,531.200622558594
115.129166666333,-8.104166667,531.20068359375
115.137499999667,-8.104166667,531.200744628906
115.145833333,-8.104166667,531.20068359375
115.154166666333,-8.104166667,531.200622558594
115.162499999667,-8.104166667,531.20068359375
115.170833333,-8.104166667,531.200622558594
115.179166666333,-8.104166667,531.200622558594
115.187499999667,-8.104166667,531.200622558594
115.195833333,-8.104166667,531.200622558594
115.204166666333,-8.104166667,531.20068359375
115.212499999667,-8.104166667,531.20068359375
115.220833333,-8.104166667,531.20068359375
115.229166666333,-8.104166667,531.20068359375
115.237499999667,-8.104166667,531.200622558594
115.245833333,-8.104166667,531.200622558594
