origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Belize,BLZ,Male,MAL,Suriname,SUR,4241,3366,3066,3437,4858,17.189877,-88.49765,3.919305,-56.027783
Benin,BEN,Male,MAL,Cameroon,CMR,3034,3626,3562,4840,4859,9.30769,2.315834,7.369722,12.354722
Benin,BEN,Male,MAL,Chad,TCD,3020,3366,4439,4966,6287,9.30769,2.315834,15.454166,18.732207
Benin,BEN,Male,MAL,Guinea,GIN,3069,4340,5996,3119,7341,9.30769,2.315834,9.945587,-9.696645
Benin,BEN,Male,MAL,Mali,MLI,4562,5000,5659,6332,4122,9.30769,2.315834,17.570692,-3.996166
Bhutan,BTN,Male,MAL,Pakistan,PAK,3903,3630,3649,3450,3106,27.514162,90.433601,30.375321,69.345116
Bolivia,BOL,Male,MAL,Israel,ISR,3903,4665,4914,4251,7304,-16.290154,-63.588653,31.046051,34.851612
Bosnia and Herzegovina,BIH,Male,MAL,Austria,AUT,4558,3320,5509,4846,6972,43.915886,17.679076,47.516231,14.550072
Bosnia and Herzegovina,BIH,Male,MAL,Bermuda,BMU,3020,4998,4439,5969,7263,43.915886,17.679076,32.321384,-64.75737
Bosnia and Herzegovina,BIH,Male,MAL,Hungary,HUN,3648,5097,5437,5613,6167,43.915886,17.679076,47.162494,19.503304
Bosnia and Herzegovina,BIH,Male,MAL,Senegal,SEN,3903,3366,3856,5969,6287,43.915886,17.679076,14.497401,-14.452362
Bosnia and Herzegovina,BIH,Male,MAL,Zimbabwe,ZWE,4803,5281,5681,6394,6799,43.915886,17.679076,-19.015438,29.154857
Botswana,BWA,Male,MAL,Sudan,SDN,3020,3366,4439,5969,7263,-22.328474,24.684866,12.862807,30.217636
Botswana,BWA,Male,MAL,Swaziland,SWZ,3263,5226,5549,6762,6702,-22.328474,24.684866,-26.522503,31.465866
Brazil,BRA,Male,MAL,Colombia,COL,4789,5227,5493,5734,7502,-14.235004,-51.92528,4.570868,-74.297333
Brazil,BRA,Male,MAL,Ethiopia,ETH,3519,3366,3856,4250,5643,-14.235004,-51.92528,9.145,40.489673
Brazil,BRA,Male,MAL,France,FRA,3460,3753,3213,5557,7155,-14.235004,-51.92528,46.227638,2.213749
Brazil,BRA,Male,MAL,Indonesia,IDN,3974,3298,4052,5321,5644,-14.235004,-51.92528,-0.789275,113.921327
Bulgaria,BGR,Male,MAL,Bosnia and Herzegovina,BIH,3118,3475,5438,4334,4201,42.733883,25.48583,43.915886,17.679076
Bulgaria,BGR,Male,MAL,Czech Republic,CZE,3904,4514,5438,5366,3640,42.733883,25.48583,49.817492,15.472962
Bulgaria,BGR,Male,MAL,Italy,ITA,3561,3568,4086,5412,4738,42.733883,25.48583,41.87194,12.56738
Burkina Faso,BFA,Male,MAL,Belgium,BEL,3519,4998,4740,4840,5041,12.238333,-1.561593,50.503887,4.469936
Burkina Faso,BFA,Male,MAL,Ethiopia,ETH,3263,3475,3982,4481,5349,12.238333,-1.561593,9.145,40.489673
Burkina Faso,BFA,Male,MAL,Israel,ISR,3317,3993,5276,4565,7707,12.238333,-1.561593,31.046051,34.851612
Burkina Faso,BFA,Male,MAL,Sudan,SDN,3317,3475,4643,6282,7814,12.238333,-1.561593,12.862807,30.217636
Burundi,BDI,Male,MAL,Tanzania,TZA,3275,3416,5648,4229,4517,-3.373056,29.918886,-6.369028,34.888822
Burundi,BDI,Male,MAL,Uganda,UGA,3642,4056,3808,3385,7951,-3.373056,29.918886,1.373333,32.290275
Cambodia,KHM,Male,MAL,Indonesia,IDN,4036,3334,4119,5405,5714,12.565679,104.990963,-0.789275,113.921327
Cambodia,KHM,Male,MAL,Sudan,SDN,3519,3366,4439,5513,6799,12.565679,104.990963,12.862807,30.217636
Cambodia,KHM,Male,MAL,Tanzania,TZA,4241,4289,4914,4966,6287,12.565679,104.990963,-6.369028,34.888822
Cameroon,CMR,Male,MAL,Burundi,BDI,4538,4665,4439,4316,4089,7.369722,12.354722,-3.373056,29.918886
Cameroon,CMR,Male,MAL,Ethiopia,ETH,3612,3782,4390,4955,5847,7.369722,12.354722,9.145,40.489673
Cameroon,CMR,Male,MAL,Uganda,UGA,4112,4594,4740,5081,7082,7.369722,12.354722,1.373333,32.290275
Canada,CAN,Male,MAL,Bosnia and Herzegovina,BIH,3170,3516,5475,4384,4267,56.130366,-106.346771,43.915886,17.679076
Canada,CAN,Male,MAL,Brazil,BRA,3156,4104,5036,5549,6936,56.130366,-106.346771,-14.235004,-51.92528
Canada,CAN,Male,MAL,Fiji,FJI,3069,3475,4384,6151,7545,56.130366,-106.346771,-16.578193,179.414413
Canada,CAN,Male,MAL,Iceland,ISL,3118,4290,5196,5840,7695,56.130366,-106.346771,64.963051,-19.020835
Canada,CAN,Male,MAL,Indonesia,IDN,4488,3757,4643,5970,6391,56.130366,-106.346771,-0.789275,113.921327
Canada,CAN,Male,MAL,Liberia,LBR,3791,5337,3787,3948,4298,56.130366,-106.346771,6.428055,-9.429499
Canada,CAN,Male,MAL,Martinique,MTQ,4241,3112,3067,5321,6391,56.130366,-106.346771,14.641528,-61.024174
Canada,CAN,Male,MAL,Mauritius,MUS,3560,3757,4534,3606,4603,56.130366,-106.346771,-20.348404,57.552152
Canada,CAN,Male,MAL,Suriname,SUR,4803,4289,3856,4966,6287,56.130366,-106.346771,3.919305,-56.027783
Canada,CAN,Male,MAL,Thailand,THA,4071,3186,3151,3891,7687,56.130366,-106.346771,15.870032,100.992541
Canada,CAN,Male,MAL,United States,USA,3158,3217,4030,4159,5069,56.130366,-106.346771,37.09024,-95.712891
Cape Verde,CPV,Male,MAL,Belgium,BEL,3643,5091,5877,5069,5251,16.002082,-24.013197,50.503887,4.469936
Cape Verde,CPV,Male,MAL,Guinea-Bissau,GNB,3170,3620,4270,6438,7179,16.002082,-24.013197,11.803749,-15.180413
Cape Verde,CPV,Male,MAL,Uganda,UGA,4538,4998,5318,5513,7658,16.002082,-24.013197,1.373333,32.290275
Central African Republic,CAF,Male,MAL,Cameroon,CMR,3860,4503,4538,5018,5088,6.611111,20.939444,7.369722,12.354722
Central African Republic,CAF,Male,MAL,Ethiopia,ETH,3843,4047,4691,5299,6229,6.611111,20.939444,9.145,40.489673
Central African Republic,CAF,Male,MAL,Uganda,UGA,3215,3620,3648,3873,5706,6.611111,20.939444,1.373333,32.290275
Central African Republic,CAF,Male,MAL,Zimbabwe,ZWE,3519,3854,3856,4250,4858,6.611111,20.939444,-19.015438,29.154857
Chile,CHL,Male,MAL,Colombia,COL,3423,4502,5580,6894,7892,-35.675147,-71.542969,4.570868,-74.297333
Chile,CHL,Male,MAL,El Salvador,SLV,3069,5194,6176,7060,7545,-35.675147,-71.542969,13.794185,-88.89653
Chile,CHL,Male,MAL,French Polynesia,PYF,3519,3854,5318,5788,5569,-35.675147,-71.542969,-17.679742,-149.406843
Chile,CHL,Male,MAL,Germany,DEU,3639,4780,3351,3012,3956,-35.675147,-71.542969,51.165691,10.451526
Chile,CHL,Male,MAL,Norway,NOR,3519,4514,4674,3560,3860,-35.675147,-71.542969,60.472024,8.468946
China,CHN,Male,MAL,Albania,ALB,3519,3854,4914,5969,7263,35.86166,104.195397,41.153332,20.168331
China,CHN,Male,MAL,Bangladesh,BGD,3974,3757,5235,6728,7948,35.86166,104.195397,23.684994,90.356331
China,CHN,Male,MAL,Cambodia,KHM,3503,3446,4587,4862,3800,35.86166,104.195397,12.565679,104.990963
China,CHN,Male,MAL,Chile,CHL,4549,4058,4157,4804,7660,35.86166,104.195397,-35.675147,-71.542969
China,CHN,Male,MAL,Colombia,COL,3182,3827,4358,4997,7690,35.86166,104.195397,4.570868,-74.297333
China,CHN,Male,MAL,Czech Republic,CZE,3903,4665,5681,5461,6711,35.86166,104.195397,49.817492,15.472962
China,CHN,Male,MAL,Kuwait,KWT,3519,5281,5681,4372,5191,35.86166,104.195397,29.31166,47.481766
China,CHN,Male,MAL,Niger,NER,3682,4740,6151,6151,3511,35.86166,104.195397,17.607789,8.081666
China,CHN,Male,MAL,Tunisia,TUN,3519,5281,3856,5969,6287,35.86166,104.195397,33.886917,9.537499
China,CHN,Male,MAL,Zimbabwe,ZWE,4775,5173,5709,6238,6800,35.86166,104.195397,-19.015438,29.154857
Colombia,COL,Male,MAL,Bolivia,BOL,4273,4124,6150,3473,6383,4.570868,-74.297333,-16.290154,-63.588653
Colombia,COL,Male,MAL,Guyana,GUY,4211,3334,3715,3702,7179,4.570868,-74.297333,4.860416,-58.93018
Colombia,COL,Male,MAL,Senegal,SEN,4538,3854,4439,6761,7263,4.570868,-74.297333,14.497401,-14.452362
Comoros,COM,Male,MAL,Belgium,BEL,3519,5281,5318,5141,5349,-11.875001,43.872219,50.503887,4.469936
Comoros,COM,Male,MAL,Burundi,BDI,4241,3854,3856,3702,3229,-11.875001,43.872219,-3.373056,29.918886
Comoros,COM,Male,MAL,Ethiopia,ETH,4589,4899,5635,6427,7478,-11.875001,43.872219,9.145,40.489673
Comoros,COM,Male,MAL,Uganda,UGA,3682,4086,4162,4395,6336,-11.875001,43.872219,1.373333,32.290275
Comoros,COM,Male,MAL,United States,USA,3020,4998,6202,4251,3653,-11.875001,43.872219,37.09024,-95.712891
Cook Islands,COK,Male,MAL,American Samoa,ASM,3519,3366,3856,3702,5349,-21.236736,-159.777671,-14.270972,-170.132217
Costa Rica,CRI,Male,MAL,Bolivia,BOL,4241,4289,4914,4251,6442,9.748917,-83.753428,-16.290154,-63.588653
Costa Rica,CRI,Male,MAL,Guatemala,GTM,3017,3157,3151,3607,4015,9.748917,-83.753428,15.783471,-90.230759
Costa Rica,CRI,Male,MAL,Mexico,MEX,4020,4072,5955,5937,7900,9.748917,-83.753428,23.634501,-102.552784
Croatia,HRV,Male,MAL,Belgium,BEL,3646,3794,5515,5932,7400,45.1,15.2,50.503887,4.469936
Croatia,HRV,Male,MAL,Bulgaria,BGR,3903,4665,5318,5969,4089,45.1,15.2,42.733883,25.48583
Croatia,HRV,Male,MAL,Cameroon,CMR,3519,4289,4439,5969,6287,45.1,15.2,7.369722,12.354722
Croatia,HRV,Male,MAL,Guatemala,GTM,3519,5281,4914,5513,3868,45.1,15.2,15.783471,-90.230759
Croatia,HRV,Male,MAL,Panama,PAN,4462,3808,3578,3438,5041,45.1,15.2,8.537981,-80.782127
Croatia,HRV,Male,MAL,South Africa,ZAF,3505,4650,5941,4923,7638,45.1,15.2,-30.559482,22.937506
Croatia,HRV,Male,MAL,Zimbabwe,ZWE,3865,4258,4740,5141,5497,45.1,15.2,-19.015438,29.154857
Cuba,CUB,Male,MAL,Canada,CAN,3350,3813,6154,6664,3310,21.521757,-77.781167,56.130366,-106.346771
Cuba,CUB,Male,MAL,Colombia,COL,3894,4127,4099,3763,7627,21.521757,-77.781167,4.570868,-74.297333
Cuba,CUB,Male,MAL,El Salvador,SLV,4427,5144,4695,3326,5854,21.521757,-77.781167,13.794185,-88.89653
Cuba,CUB,Male,MAL,Ethiopia,ETH,3519,3854,4439,4966,5643,21.521757,-77.781167,9.145,40.489673
Cuba,CUB,Male,MAL,United Kingdom,GBR,3879,4646,5176,5436,7368,21.521757,-77.781167,55.378051,-3.435973
Cyprus,CYP,Male,MAL,Bosnia and Herzegovina,BIH,3020,3366,4914,3873,3624,35.126413,33.429859,43.915886,17.679076
