origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Honduras,HND,Female,FEM,Guatemala,GTM,4477,3303,3342,3223,4146,15.199999,-86.241905,15.783471,-90.230759
Hungary,HUN,Female,FEM,Czech Republic,CZE,4462,5144,6126,5610,4404,47.162494,19.503304,49.817492,15.472962
Hungary,HUN,Female,FEM,New Zealand,NZL,3834,4022,4409,5022,5300,47.162494,19.503304,-40.900557,174.885971
Hungary,HUN,Female,FEM,Norway,NOR,3495,3685,4441,5108,6425,47.162494,19.503304,60.472024,8.468946
Hungary,HUN,Female,FEM,Senegal,SEN,3903,3366,3856,6761,7658,47.162494,19.503304,14.497401,-14.452362
Hungary,HUN,Female,FEM,United Kingdom,GBR,4629,3868,4860,5118,4457,47.162494,19.503304,55.378051,-3.435973
Iceland,ISL,Female,FEM,Austria,AUT,5017,3475,5196,5141,7814,64.963051,-19.020835,47.516231,14.550072
India,IND,Female,FEM,Chad,TCD,3095,3727,4579,5440,6635,20.593684,78.96288,15.454166,18.732207
India,IND,Female,FEM,Ethiopia,ETH,3344,3661,4488,5322,6202,20.593684,78.96288,9.145,40.489673
India,IND,Female,FEM,Haiti,HTI,4803,3366,4439,5969,7658,20.593684,78.96288,18.971187,-72.285215
India,IND,Female,FEM,Kenya,KEN,4208,4459,4589,4168,3212,20.593684,78.96288,-0.023559,37.906193
Indonesia,IDN,Female,FEM,Dominican Republic,DOM,3020,3854,4439,5513,6799,-0.789275,113.921327,18.735693,-70.162651
Indonesia,IDN,Female,FEM,Germany,DEU,3119,5209,3641,3064,5938,-0.789275,113.921327,51.165691,10.451526
Indonesia,IDN,Female,FEM,Netherlands Antilles,ANT,4803,4998,5681,5969,7917,-0.789275,113.921327,12.226079,-69.060087
Indonesia,IDN,Female,FEM,Pakistan,PAK,3803,4414,4384,4181,3980,-0.789275,113.921327,30.375321,69.345116
Indonesia,IDN,Female,FEM,Togo,TGO,3519,4665,5318,5969,7263,-0.789275,113.921327,8.619543,0.824782
Iraq,IRQ,Female,FEM,Ethiopia,ETH,3519,3854,4439,5513,6287,33.223191,43.679291,9.145,40.489673
Iraq,IRQ,Female,FEM,Israel,ISR,3486,4280,4559,4296,4817,33.223191,43.679291,31.046051,34.851612
Ireland,IRL,Female,FEM,Czech Republic,CZE,4241,4998,5995,5461,3229,53.41291,-8.24389,49.817492,15.472962
Ireland,IRL,Female,FEM,Mozambique,MOZ,3020,5281,3857,5970,6660,53.41291,-8.24389,-18.665695,35.529562
Ireland,IRL,Female,FEM,Poland,POL,4366,4445,4384,4026,3368,53.41291,-8.24389,51.919438,19.145136
Ireland,IRL,Female,FEM,Romania,ROU,4008,4066,3775,3217,3869,53.41291,-8.24389,45.943161,24.96676
Ireland,IRL,Female,FEM,United Kingdom,GBR,3656,3204,3334,3622,4491,53.41291,-8.24389,55.378051,-3.435973
Israel,ISR,Female,FEM,Chad,TCD,3903,4289,5318,6394,7658,31.046051,34.851612,15.454166,18.732207
Israel,ISR,Female,FEM,El Salvador,SLV,3020,3298,4162,5021,3733,31.046051,34.851612,13.794185,-88.89653
Israel,ISR,Female,FEM,Fiji,FJI,3020,3366,3856,5513,6799,31.046051,34.851612,-16.578193,179.414413
Israel,ISR,Female,FEM,Netherlands Antilles,ANT,4241,4665,5318,5969,3868,31.046051,34.851612,12.226079,-69.060087
Israel,ISR,Female,FEM,Zambia,ZMB,3791,3660,3026,4551,4859,31.046051,34.851612,-13.133897,27.849332
Italy,ITA,Female,FEM,Brazil,BRA,5003,4641,4415,3594,3183,41.87194,12.56738,-14.235004,-51.92528
Italy,ITA,Female,FEM,Ethiopia,ETH,3021,3298,4113,4840,5644,41.87194,12.56738,9.145,40.489673
Italy,ITA,Female,FEM,Guyana,GUY,4267,3476,4113,3948,7219,41.87194,12.56738,4.860416,-58.93018
Italy,ITA,Female,FEM,Liberia,LBR,3170,5463,5973,6969,7695,41.87194,12.56738,6.428055,-9.429499
Italy,ITA,Female,FEM,Liechtenstein,LIE,4366,3353,4492,5756,4496,41.87194,12.56738,47.166,9.555373
Italy,ITA,Female,FEM,Malawi,MWI,4638,5060,3413,3702,4193,41.87194,12.56738,-13.254308,34.301525
Italy,ITA,Female,FEM,Netherlands Antilles,ANT,3519,3854,3856,5513,3229,41.87194,12.56738,12.226079,-69.060087
Italy,ITA,Female,FEM,New Zealand,NZL,4128,4939,5215,6101,6732,41.87194,12.56738,-40.900557,174.885971
Italy,ITA,Female,FEM,Romania,ROU,4072,4150,3875,3327,6124,41.87194,12.56738,45.943161,24.96676
Italy,ITA,Female,FEM,South Africa,ZAF,3578,4285,5284,4467,5207,41.87194,12.56738,-30.559482,22.937506
Italy,ITA,Female,FEM,Sudan,SDN,3753,4184,5387,4852,6168,41.87194,12.56738,12.862807,30.217636
Italy,ITA,Female,FEM,Suriname,SUR,4462,3947,3495,4903,6660,41.87194,12.56738,3.919305,-56.027783
Italy,ITA,Female,FEM,United Kingdom,GBR,3748,4308,4499,4742,6474,41.87194,12.56738,55.378051,-3.435973
Italy,ITA,Female,FEM,United States,USA,3899,3918,4282,3822,3613,41.87194,12.56738,37.09024,-95.712891
Italy,ITA,Female,FEM,Zambia,ZMB,4231,4137,3053,4630,5041,41.87194,12.56738,-13.133897,27.849332
Jamaica,JAM,Female,FEM,Australia,AUS,3020,4041,3495,3723,4604,18.109581,-77.297508,-25.274398,133.775136
Jamaica,JAM,Female,FEM,Barbados,BRB,3494,3362,3489,4482,5657,18.109581,-77.297508,13.193887,-59.543198
Jamaica,JAM,Female,FEM,Bosnia and Herzegovina,BIH,3020,3366,5681,3873,3511,18.109581,-77.297508,43.915886,17.679076
Jamaica,JAM,Female,FEM,Monaco,MCO,3903,4289,4440,5514,6752,18.109581,-77.297508,43.750298,7.412841
Jamaica,JAM,Female,FEM,United Kingdom,GBR,3627,4812,5845,6181,7361,18.109581,-77.297508,55.378051,-3.435973
Japan,JPN,Female,FEM,Bolivia,BOL,4638,4084,6081,5427,6787,36.204824,138.252924,-16.290154,-63.588653
Japan,JPN,Female,FEM,Brazil,BRA,4362,4614,5098,4330,4340,36.204824,138.252924,-14.235004,-51.92528
Japan,JPN,Female,FEM,Hungary,HUN,3865,4604,5117,5396,6034,36.204824,138.252924,47.162494,19.503304
Japan,JPN,Female,FEM,Togo,TGO,3519,4665,5318,5969,6799,36.204824,138.252924,8.619543,0.824782
Japan,JPN,Female,FEM,Zambia,ZMB,4071,3993,6126,5562,6057,36.204824,138.252924,-13.133897,27.849332
Jordan,JOR,Female,FEM,Bulgaria,BGR,4538,4998,5681,6394,4769,30.585164,36.238414,42.733883,25.48583
Jordan,JOR,Female,FEM,Indonesia,IDN,4241,3854,3856,4966,7082,30.585164,36.238414,-0.789275,113.921327
Kazakhstan,KAZ,Female,FEM,Norway,NOR,3519,3366,3066,3437,5119,48.019573,66.923684,60.472024,8.468946
Kazakhstan,KAZ,Female,FEM,Turkey,TUR,4535,4674,4593,5945,3598,48.019573,66.923684,38.963745,35.243322
Kazakhstan,KAZ,Female,FEM,Turkmenistan,TKM,4299,4733,5768,6809,6696,48.019573,66.923684,38.969719,59.556278
Kenya,KEN,Female,FEM,Burundi,BDI,3170,3112,3067,3294,3076,-0.023559,37.906193,-3.373056,29.918886
Kenya,KEN,Female,FEM,Monaco,MCO,3020,3366,3236,4108,5204,-0.023559,37.906193,43.750298,7.412841
Kenya,KEN,Female,FEM,Somalia,SOM,4538,5266,3254,4639,6493,-0.023559,37.906193,5.152149,46.199616
Kiribati,KIR,Female,FEM,Solomon Islands,SLB,4235,4905,5639,6634,6970,-3.370417,-168.734039,-9.64571,160.156194
Kuwait,KWT,Female,FEM,Bulgaria,BGR,4241,4998,5681,6394,4603,29.31166,47.481766,42.733883,25.48583
Latvia,LVA,Female,FEM,Canada,CAN,3281,3306,3396,4083,5233,56.879635,24.603189,56.130366,-106.346771
Latvia,LVA,Female,FEM,Germany,DEU,4593,4920,5742,3192,3842,56.879635,24.603189,51.165691,10.451526
Latvia,LVA,Female,FEM,Mexico,MEX,4213,4881,5995,5321,7658,56.879635,24.603189,23.634501,-102.552784
Latvia,LVA,Female,FEM,Slovenia,SVN,3020,3854,5681,4966,3624,56.879635,24.603189,46.151241,14.995463
Latvia,LVA,Female,FEM,Turkey,TUR,4538,4665,4914,5969,4193,56.879635,24.603189,38.963745,35.243322
Latvia,LVA,Female,FEM,United States,USA,3476,3222,3827,4053,4811,56.879635,24.603189,37.09024,-95.712891
Lebanon,LBN,Female,FEM,Bulgaria,BGR,3560,3993,4643,5196,3243,33.854721,35.862285,42.733883,25.48583
Lebanon,LBN,Female,FEM,Czech Republic,CZE,3519,4289,5318,4551,4859,33.854721,35.862285,49.817492,15.472962
Lebanon,LBN,Female,FEM,Dominican Republic,DOM,4738,5072,4978,4798,4299,33.854721,35.862285,18.735693,-70.162651
Lebanon,LBN,Female,FEM,Guinea-Bissau,GNB,3020,3366,3856,6394,7263,33.854721,35.862285,11.803749,-15.180413
Lebanon,LBN,Female,FEM,Mali,MLI,4112,4445,4988,5514,4858,33.854721,35.862285,17.570692,-3.996166
Lebanon,LBN,Female,FEM,Netherlands Antilles,ANT,3560,3899,4440,5196,4877,33.854721,35.862285,12.226079,-69.060087
Lebanon,LBN,Female,FEM,Peru,PER,3263,3855,4587,3790,3869,33.854721,35.862285,-9.189967,-75.015152
Lebanon,LBN,Female,FEM,Poland,POL,3903,3854,3067,5081,6891,33.854721,35.862285,51.919438,19.145136
Lebanon,LBN,Female,FEM,Sierra Leone,SLE,3165,4813,6182,7078,4897,33.854721,35.862285,8.460555,-11.779889
Lesotho,LSO,Female,FEM,Mauritius,MUS,4538,5281,3787,4108,4859,-29.609988,28.233608,-20.348404,57.552152
Lesotho,LSO,Female,FEM,Sudan,SDN,3020,3366,4439,5513,7263,-29.609988,28.233608,12.862807,30.217636
Liberia,LBR,Female,FEM,Mali,MLI,3003,3267,3668,3967,3777,6.428055,-9.429499,17.570692,-3.996166
Libya,LBY,Female,FEM,Hungary,HUN,4718,4519,5013,5287,5911,26.3351,17.228331,47.162494,19.503304
Libya,LBY,Female,FEM,Indonesia,IDN,4538,3854,4439,4966,7379,26.3351,17.228331,-0.789275,113.921327
Liechtenstein,LIE,Female,FEM,Italy,ITA,3791,3993,4870,5370,3075,47.166,9.555373,41.87194,12.56738
Lithuania,LTU,Female,FEM,Bermuda,BMU,3020,3366,4914,4966,6799,55.169438,23.881275,32.321384,-64.75737
Lithuania,LTU,Female,FEM,Canada,CAN,3045,3042,3094,3698,4677,55.169438,23.881275,56.130366,-106.346771
Lithuania,LTU,Female,FEM,Italy,ITA,4273,4514,5475,6474,5707,55.169438,23.881275,41.87194,12.56738
Lithuania,LTU,Female,FEM,Malawi,MWI,3020,3366,5995,6761,7658,55.169438,23.881275,-13.254308,34.301525
Lithuania,LTU,Female,FEM,United States,USA,3782,3562,4470,4367,5001,55.169438,23.881275,37.09024,-95.712891
Luxembourg,LUX,Female,FEM,Bosnia and Herzegovina,BIH,3519,3854,5995,4108,3869,49.815273,6.129583,43.915886,17.679076
Luxembourg,LUX,Female,FEM,Czech Republic,CZE,3020,3854,4439,3702,5643,49.815273,6.129583,49.817492,15.472962
Luxembourg,LUX,Female,FEM,Ethiopia,ETH,3020,3366,4439,4966,5643,49.815273,6.129583,9.145,40.489673
Luxembourg,LUX,Female,FEM,Hungary,HUN,4538,5281,5681,5969,6287,49.815273,6.129583,47.162494,19.503304
Luxembourg,LUX,Female,FEM,Poland,POL,3118,3112,4329,5562,7179,49.815273,6.129583,51.919438,19.145136
Madagascar,MDG,Female,FEM,Chad,TCD,3519,3854,4914,5513,6799,-18.766947,46.869107,15.454166,18.732207
Madagascar,MDG,Female,FEM,Italy,ITA,3431,4773,3570,5108,7592,-18.766947,46.869107,41.87194,12.56738
Malawi,MWI,Female,FEM,Mauritius,MUS,4241,5281,4270,4630,5569,-13.254308,34.301525,-20.348404,57.552152
Malawi,MWI,Female,FEM,Tanzania,TZA,4097,4409,3605,3664,4327,-13.254308,34.301525,-6.369028,34.888822
Malaysia,MYS,Female,FEM,Bangladesh,BGD,4856,4666,4440,3093,3733,4.210484,101.975766,23.684994,90.356331
Mali,MLI,Female,FEM,Cape Verde,CPV,3322,3894,4756,6151,7509,17.570692,-3.996166,16.002082,-24.013197
Malta,MLT,Female,FEM,Hungary,HUN,3903,3366,3066,3437,3868,35.937496,14.375416,47.162494,19.503304
Malta,MLT,Female,FEM,Zimbabwe,ZWE,3020,4998,5318,5969,6287,35.937496,14.375416,-19.015438,29.154857
Martinique,MTQ,Female,FEM,France,FRA,3619,4004,4352,4143,6738,14.641528,-61.024174,46.227638,2.213749
Martinique,MTQ,Female,FEM,Sudan,SDN,3903,4289,5318,3220,4193,14.641528,-61.024174,12.862807,30.217636
Martinique,MTQ,Female,FEM,United Kingdom,GBR,3183,4364,4919,5298,7620,14.641528,-61.024174,55.378051,-3.435973
Mauritania,MRT,Female,FEM,Belgium,BEL,4538,5281,4162,5840,7418,21.00789,-10.940835,50.503887,4.469936
Mauritania,MRT,Female,FEM,Mali,MLI,5039,5465,6137,6820,4124,21.00789,-10.940835,17.570692,-3.996166
Mauritania,MRT,Female,FEM,Nigeria,NGA,3903,5188,6027,3995,6466,21.00789,-10.940835,9.081999,8.675277
Mexico,MEX,Female,FEM,El Salvador,SLV,4637,3956,5165,6309,6831,23.634501,-102.552784,13.794185,-88.89653
Moldova,MDA,Female,FEM,Albania,ALB,3020,3366,3856,4966,5643,47.411631,28.369885,41.153332,20.168331
Monaco,MCO,Female,FEM,Indonesia,IDN,4241,3366,3856,4250,4858,43.750298,7.412841,-0.789275,113.921327
Mongolia,MNG,Female,FEM,Hungary,HUN,4539,5484,6095,6490,7255,46.862496,103.846656,47.162494,19.503304
Montserrat,MSR,Female,FEM,Dominican Republic,DOM,4241,4998,5318,5969,6799,16.742498,-62.187366,18.735693,-70.162651
Morocco,MAR,Female,FEM,Bulgaria,BGR,3903,4289,4914,5513,3511,31.791702,-7.09262,42.733883,25.48583
Morocco,MAR,Female,FEM,Switzerland,CHE,3448,5495,4796,4232,4419,31.791702,-7.09262,46.818188,8.227512
Mozambique,MOZ,Female,FEM,Belgium,BEL,3519,3854,3066,4181,5497,-18.665695,35.529562,50.503887,4.469936
Mozambique,MOZ,Female,FEM,Somalia,SOM,3903,3836,3016,4482,4059,-18.665695,35.529562,5.152149,46.199616
Mozambique,MOZ,Female,FEM,South Africa,ZAF,3824,4206,4872,3718,7054,-18.665695,35.529562,-30.559482,22.937506
Nepal,NPL,Female,FEM,Italy,ITA,3020,3854,4914,4181,7695,28.394857,84.124008,41.87194,12.56738
Nepal,NPL,Female,FEM,Philippines,PHL,4804,4773,3668,6013,6058,28.394857,84.124008,12.879721,121.774017
Netherlands,NLD,Female,FEM,Canada,CAN,3936,4384,5146,6236,6207,52.132633,5.291266,56.130366,-106.346771
Netherlands,NLD,Female,FEM,Hungary,HUN,4445,3836,3918,3825,4131,52.132633,5.291266,47.162494,19.503304
Netherlands,NLD,Female,FEM,Israel,ISR,3560,4372,5709,4149,7523,52.132633,5.291266,31.046051,34.851612
Netherlands,NLD,Female,FEM,Philippines,PHL,4241,4594,3067,4251,6561,52.132633,5.291266,12.879721,121.774017
Netherlands,NLD,Female,FEM,Romania,ROU,4366,4445,4219,3702,7948,52.132633,5.291266,45.943161,24.96676
Netherlands,NLD,Female,FEM,Sierra Leone,SLE,3020,4665,5681,6761,6287,52.132633,5.291266,8.460555,-11.779889
Netherlands,NLD,Female,FEM,Switzerland,CHE,3758,4374,5578,5894,7137,52.132633,5.291266,46.818188,8.227512
Netherlands,NLD,Female,FEM,Tanzania,TZA,4538,4998,5995,6394,6287,52.132633,5.291266,-6.369028,34.888822
Netherlands,NLD,Female,FEM,United States,USA,3783,4530,4834,5261,5887,52.132633,5.291266,37.09024,-95.712891
Netherlands,NLD,Female,FEM,Zambia,ZMB,3182,3036,4505,6320,6843,52.132633,5.291266,-13.133897,27.849332
Netherlands Antilles,ANT,Female,FEM,Dominica,DMA,3020,3366,4439,4551,6498,12.226079,-69.060087,15.414999,-61.370976
Netherlands Antilles,ANT,Female,FEM,France,FRA,3392,3758,3875,3846,7443,12.226079,-69.060087,46.227638,2.213749
Netherlands Antilles,ANT,Female,FEM,Suriname,SUR,4538,3854,3856,4966,6799,12.226079,-69.060087,3.919305,-56.027783
Netherlands Antilles,ANT,Female,FEM,Zimbabwe,ZWE,3519,5281,5995,6394,7263,12.226079,-69.060087,-19.015438,29.154857
New Zealand,NZL,Female,FEM,Dominican Republic,DOM,3020,3854,4914,5513,6799,-40.900557,174.885971,18.735693,-70.162651
New Zealand,NZL,Female,FEM,Ethiopia,ETH,3020,3366,4439,4966,6287,-40.900557,174.885971,9.145,40.489673
New Zealand,NZL,Female,FEM,Guam,GUM,4337,3869,4914,5141,5423,-40.900557,174.885971,13.444304,144.793731
New Zealand,NZL,Female,FEM,South Africa,ZAF,3544,4634,5964,5850,6392,-40.900557,174.885971,-30.559482,22.937506
New Zealand,NZL,Female,FEM,Timor-Leste,TLS,3020,3854,4439,5513,6799,-40.900557,174.885971,-8.874217,125.727539
New Zealand,NZL,Female,FEM,Vanuatu,VUT,4039,4938,5276,5743,4683,-40.900557,174.885971,-15.376706,166.959158
Nicaragua,NIC,Female,FEM,Jamaica,JAM,3519,4807,3925,3873,6287,12.865416,-85.207229,18.109581,-77.297508
Niger,NER,Female,FEM,Cameroon,CMR,3009,3621,3582,5969,6287,17.607789,8.081666,7.369722,12.354722
Niger,NER,Female,FEM,Ethiopia,ETH,3643,3993,4870,5743,6702,17.607789,8.081666,9.145,40.489673
Niger,NER,Female,FEM,Togo,TGO,3497,4695,5470,6254,7171,17.607789,8.081666,8.619543,0.824782
Nigeria,NGA,Female,FEM,Cameroon,CMR,3038,3648,3627,3965,3943,9.081999,8.675277,7.369722,12.354722
Nigeria,NGA,Female,FEM,Chad,TCD,3223,3878,4753,5635,6842,9.081999,8.675277,15.454166,18.732207
Nigeria,NGA,Female,FEM,Germany,DEU,4833,3036,5941,6199,4300,9.081999,8.675277,51.165691,10.451526
Nigeria,NGA,Female,FEM,Indonesia,IDN,4538,3854,3856,4966,4858,9.081999,8.675277,-0.789275,113.921327
Nigeria,NGA,Female,FEM,Togo,TGO,3718,4963,5746,6591,7539,9.081999,8.675277,8.619543,0.824782
Nigeria,NGA,Female,FEM,Trinidad and Tobago,TTO,3519,3854,4914,4966,3868,9.081999,8.675277,10.691803,-61.222503
Norway,NOR,Female,FEM,Bermuda,BMU,3020,3366,4439,4966,6799,60.472024,8.468946,32.321384,-64.75737
Norway,NOR,Female,FEM,Bosnia and Herzegovina,BIH,3020,3366,5318,3523,3075,60.472024,8.468946,43.915886,17.679076
Norway,NOR,Female,FEM,Cameroon,CMR,4241,4998,4914,6761,7263,60.472024,8.468946,7.369722,12.354722
Norway,NOR,Female,FEM,Canada,CAN,4534,4796,5304,5263,4308,60.472024,8.468946,56.130366,-106.346771
Norway,NOR,Female,FEM,Denmark,DNK,4131,5087,5925,6600,7959,60.472024,8.468946,56.26392,9.501785
Norway,NOR,Female,FEM,Hungary,HUN,3377,3936,4185,4196,4628,60.472024,8.468946,47.162494,19.503304
Norway,NOR,Female,FEM,Israel,ISR,3903,4665,5995,4481,7882,60.472024,8.468946,31.046051,34.851612
Norway,NOR,Female,FEM,Switzerland,CHE,3538,5049,4239,6327,7422,60.472024,8.468946,46.818188,8.227512
Norway,NOR,Female,FEM,Uruguay,URY,4241,4998,3066,3437,5643,60.472024,8.468946,-32.522779,-55.765835
Pakistan,PAK,Female,FEM,Afghanistan,AFG,5006,5508,5567,5328,6330,30.375321,69.345116,33.93911,67.709953
Pakistan,PAK,Female,FEM,Ethiopia,ETH,3118,3475,4219,5021,5854,30.375321,69.345116,9.145,40.489673
Pakistan,PAK,Female,FEM,Malawi,MWI,3431,3757,3066,3437,3868,30.375321,69.345116,-13.254308,34.301525
Pakistan,PAK,Female,FEM,Nicaragua,NIC,3020,4289,5318,6394,7658,30.375321,69.345116,12.865416,-85.207229
Pakistan,PAK,Female,FEM,Senegal,SEN,3903,3366,3856,6761,7658,30.375321,69.345116,14.497401,-14.452362
Pakistan,PAK,Female,FEM,Zimbabwe,ZWE,3118,4844,5355,5840,6391,30.375321,69.345116,-19.015438,29.154857
Panama,PAN,Female,FEM,Germany,DEU,4241,4998,5318,5321,7695,8.537981,-80.782127,51.165691,10.451526
Panama,PAN,Female,FEM,Mexico,MEX,3585,4137,5570,7074,7312,8.537981,-80.782127,23.634501,-102.552784
Peru,PER,Female,FEM,Guyana,GUY,4488,3660,4439,4250,7658,-9.189967,-75.015152,4.860416,-58.93018
Peru,PER,Female,FEM,Indonesia,IDN,4538,3854,3856,4966,4858,-9.189967,-75.015152,-0.789275,113.921327
Philippines,PHL,Female,FEM,Bulgaria,BGR,3519,3854,4439,4966,3229,12.879721,121.774017,42.733883,25.48583
Philippines,PHL,Female,FEM,Chad,TCD,3519,4289,4914,5969,7263,12.879721,121.774017,15.454166,18.732207
Philippines,PHL,Female,FEM,Cuba,CUB,3519,3366,3066,3437,3868,12.879721,121.774017,21.521757,-77.781167
Philippines,PHL,Female,FEM,Czech Republic,CZE,3519,4289,5318,4551,3511,12.879721,121.774017,49.817492,15.472962
Philippines,PHL,Female,FEM,Fiji,FJI,3560,3947,4587,6238,7584,12.879721,121.774017,-16.578193,179.414413
Philippines,PHL,Female,FEM,Kenya,KEN,3215,3711,3764,3261,6287,12.879721,121.774017,-0.023559,37.906193
Philippines,PHL,Female,FEM,Netherlands Antilles,ANT,4112,4445,5029,4903,3511,12.879721,121.774017,12.226079,-69.060087
Philippines,PHL,Female,FEM,Uganda,UGA,4803,4998,5681,6394,4858,12.879721,121.774017,1.373333,32.290275
Poland,POL,Female,FEM,Canada,CAN,4381,4792,5499,6826,7847,51.919438,19.145136,56.130366,-106.346771
Poland,POL,Female,FEM,Cape Verde,CPV,3020,3366,4439,5513,6799,51.919438,19.145136,16.002082,-24.013197
Poland,POL,Female,FEM,Guyana,GUY,4539,3757,4439,4250,7658,51.919438,19.145136,4.860416,-58.93018
Portugal,PRT,Female,FEM,Aruba,ABW,4775,5060,5616,6728,7509,39.399872,-8.224454,12.52111,-69.968338
Portugal,PRT,Female,FEM,Canada,CAN,3723,3002,5107,6281,7153,39.399872,-8.224454,56.130366,-106.346771
Portugal,PRT,Female,FEM,Cape Verde,CPV,3443,4011,4871,6261,7606,39.399872,-8.224454,16.002082,-24.013197
Portugal,PRT,Female,FEM,Dominican Republic,DOM,3376,4086,4587,5321,6391,39.399872,-8.224454,18.735693,-70.162651
Portugal,PRT,Female,FEM,El Salvador,SLV,3519,3366,3066,3437,6287,39.399872,-8.224454,13.794185,-88.89653
Portugal,PRT,Female,FEM,Ethiopia,ETH,3520,3808,4695,5514,6442,39.399872,-8.224454,9.145,40.489673
Portugal,PRT,Female,FEM,Hungary,HUN,4304,3757,3857,3702,3980,39.399872,-8.224454,47.162494,19.503304
Portugal,PRT,Female,FEM,Indonesia,IDN,4241,3854,3856,4966,4858,39.399872,-8.224454,-0.789275,113.921327
Portugal,PRT,Female,FEM,Netherlands Antilles,ANT,3950,4291,4861,5326,5792,39.399872,-8.224454,12.226079,-69.060087
Portugal,PRT,Female,FEM,Romania,ROU,4112,4184,3925,3326,6000,39.399872,-8.224454,45.943161,24.96676
Portugal,PRT,Female,FEM,Zambia,ZMB,3459,3314,5140,7060,7695,39.399872,-8.224454,-13.133897,27.849332
Puerto Rico,PRI,Female,FEM,Cuba,CUB,4071,4184,3925,3702,4952,18.220833,-66.590149,21.521757,-77.781167
Puerto Rico,PRI,Female,FEM,Dominica,DMA,4241,3854,3066,3437,4858,18.220833,-66.590149,15.414999,-61.370976
Qatar,QAT,Female,FEM,Indonesia,IDN,3903,3366,3856,4250,5569,25.354826,51.183884,-0.789275,113.921327
Romania,ROU,Female,FEM,Albania,ALB,3974,4629,5549,6548,7814,45.943161,24.96676,41.153332,20.168331
Romania,ROU,Female,FEM,Bermuda,BMU,3519,3854,5318,5969,7658,45.943161,24.96676,32.321384,-64.75737
Romania,ROU,Female,FEM,Czech Republic,CZE,3831,4484,5355,4773,6714,45.943161,24.96676,49.817492,15.472962
Romania,ROU,Female,FEM,Ethiopia,ETH,4241,4665,5681,6394,7658,45.943161,24.96676,9.145,40.489673
Romania,ROU,Female,FEM,Tunisia,TUN,3519,3112,3856,5969,6799,45.943161,24.96676,33.886917,9.537499
Romania,ROU,Female,FEM,United States,USA,3242,3500,3586,5034,6934,45.943161,24.96676,37.09024,-95.712891
Rwanda,RWA,Female,FEM,Ethiopia,ETH,3161,3489,4263,5055,5913,-1.940278,29.873888,9.145,40.489673
Rwanda,RWA,Female,FEM,Uganda,UGA,4916,5264,5519,5736,4051,-1.940278,29.873888,1.373333,32.290275
Samoa,WSM,Female,FEM,United States,USA,3062,3135,5462,5957,7457,-13.759029,-172.104629,37.09024,-95.712891
Saudi Arabia,SAU,Female,FEM,Bangladesh,BGD,4803,4665,4439,3437,3868,23.885942,45.079162,23.684994,90.356331
Saudi Arabia,SAU,Female,FEM,Ethiopia,ETH,4241,4289,5318,6394,7263,23.885942,45.079162,9.145,40.489673
Saudi Arabia,SAU,Female,FEM,India,IND,4241,3808,3167,3382,3261,23.885942,45.079162,20.593684,78.96288
Saudi Arabia,SAU,Female,FEM,Iraq,IRQ,3967,3503,3162,3439,5773,23.885942,45.079162,33.223191,43.679291
Senegal,SEN,Female,FEM,Mali,MLI,4487,4874,5467,6049,5998,14.497401,-14.452362,17.570692,-3.996166
Sierra Leone,SLE,Female,FEM,Canada,CAN,4488,3621,5814,4551,5577,8.460555,-11.779889,56.130366,-106.346771
Sierra Leone,SLE,Female,FEM,Mali,MLI,4742,5144,5769,6395,6309,8.460555,-11.779889,17.570692,-3.996166
Sierra Leone,SLE,Female,FEM,Togo,TGO,3376,4548,5319,6105,6990,8.460555,-11.779889,8.619543,0.824782
Singapore,SGP,Female,FEM,Timor-Leste,TLS,3903,4665,5318,6394,7658,1.352083,103.819836,-8.874217,125.727539
Slovenia,SVN,Female,FEM,Romania,ROU,4833,4969,4740,4316,6561,46.151241,14.995463,45.943161,24.96676
Somalia,SOM,Female,FEM,Ethiopia,ETH,3514,3801,4603,5413,6312,5.152149,46.199616,9.145,40.489673
Somalia,SOM,Female,FEM,Tanzania,TZA,4291,4616,4045,6191,4454,5.152149,46.199616,-6.369028,34.888822
South Africa,ZAF,Female,FEM,Bulgaria,BGR,4538,4998,5681,6394,4769,-30.559482,22.937506,42.733883,25.48583
South Africa,ZAF,Female,FEM,Czech Republic,CZE,3903,4289,5318,4709,7379,-30.559482,22.937506,49.817492,15.472962
South Africa,ZAF,Female,FEM,Italy,ITA,3480,4807,3748,5344,7352,-30.559482,22.937506,41.87194,12.56738
South Africa,ZAF,Female,FEM,Malawi,MWI,3844,4195,3890,4234,4790,-30.559482,22.937506,-13.254308,34.301525
South Africa,ZAF,Female,FEM,Trinidad and Tobago,TTO,4538,4998,5995,6394,4858,-30.559482,22.937506,10.691803,-61.222503
Spain,ESP,Female,FEM,Bolivia,BOL,3708,4359,5209,5841,7047,40.463667,-3.74922,-16.290154,-63.588653
Spain,ESP,Female,FEM,Bulgaria,BGR,4538,5281,5995,6761,4952,40.463667,-3.74922,42.733883,25.48583
Spain,ESP,Female,FEM,Chile,CHL,4845,4576,4694,4633,4930,40.463667,-3.74922,-35.675147,-71.542969
Spain,ESP,Female,FEM,Dominican Republic,DOM,3547,3915,3985,4022,4218,40.463667,-3.74922,18.735693,-70.162651
