eventid,iyear,imonth,iday,country_txt,region_txt,provstate,city,latitude,longitude,nkill
2.02E+11,2017,7,15,Australia,Australasia & Oceania,New South Wales,Sydney,-33.934491,151.179691,0
2.02E+11,2017,7,18,Papua New Guinea,Australasia & Oceania,New Ireland,Kavieng,-2.578117,150.808608,0
2.02E+11,2017,4,7,Australia,Australasia & Oceania,New South Wales,Queanbeyan,-35.349304,149.244385,1
2.02E+11,2017,7,18,Papua New Guinea,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,0
2.02E+11,2017,7,18,Papua New Guinea,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,0
2.02E+11,2017,7,18,Papua New Guinea,Australasia & Oceania,Morobe,Finschhafen,-6.598434,147.853302,0
2.02E+11,2017,7,18,Papua New Guinea,Australasia & Oceania,Morobe,Gagidu,-6.604156,147.852361,0
2.02E+11,2017,7,26,Papua New Guinea,Australasia & Oceania,Central,Port Moresby,-9.441944,147.218889,0
2.02E+11,2017,6,5,Australia,Australasia & Oceania,Victoria,Brighton,-37.906633,145.007628,2
2.02E+11,2017,12,21,Australia,Australasia & Oceania,Victoria,Melbourne,-37.8182,144.965,1
2.02E+11,2017,7,16,Papua New Guinea,Australasia & Oceania,Jiwaka,Sipil,-5.782101,144.642348,0
2.02E+11,2017,7,8,Papua New Guinea,Australasia & Oceania,Western Highlands,Koibuga,-6.066667,144.25,0
2.02E+11,2017,12,15,Indonesia,Southeast Asia,Papua,Unknown,-4.693395,139.364375,1
2.02E+11,2017,11,12,Indonesia,Southeast Asia,Papua,Mimika district,-4.457827,137.122554,0
2.02E+11,2017,11,15,Indonesia,Southeast Asia,Papua,Mimika district,-4.457827,137.122554,1
2.02E+11,2017,10,23,Indonesia,Southeast Asia,Papua,Tembagapura,-4.000079,137.113416,0
2.02E+11,2017,10,21,Indonesia,Southeast Asia,Papua,Tembagapura,-4.143584,137.090491,0
2.02E+11,2017,10,29,Indonesia,Southeast Asia,Papua,Tembagapura,-4.143584,137.090491,0
2.02E+11,2017,11,7,Indonesia,Southeast Asia,Papua,Tembagapura,-4.141596,137.09047,-99
2.02E+11,2017,11,5,Indonesia,Southeast Asia,Papua,Tembagapura,-4.333193,136.999945,0
2.02E+11,2017,11,14,Indonesia,Southeast Asia,Papua,Tembagapura,-4.333184,136.999194,0
2.02E+11,2017,11,7,Indonesia,Southeast Asia,Papua,Kimbely,-4.371137,136.962266,-99
2.02E+11,2017,4,21,Russia,Eastern Europe,Khabarovsk,Khabarovsk,48.502731,135.06626,3
2.02E+11,2017,4,12,Philippines,Southeast Asia,Davao Oriental,Kinablangan,7.695505,126.549117,0
2.02E+11,2017,2,11,Philippines,Southeast Asia,Davao Oriental,San Jose,7.317427,126.547417,0
2.02E+11,2017,2,1,Philippines,Southeast Asia,Davao Oriental,Lambog,7.261581,126.466013,3
2.02E+11,2017,4,8,Philippines,Southeast Asia,Davao Oriental,San Rafael,7.76931,126.453049,0
2.02E+11,2017,12,30,Philippines,Southeast Asia,Davao Oriental,Tarragona,7.042777,126.449221,-99
2.02E+11,2017,4,23,Philippines,Southeast Asia,Davao Oriental,Aliwagwag,7.744567,126.397443,2
2.02E+11,2017,7,26,Philippines,Southeast Asia,Surigao del Sur,Marihatag,8.802481,126.300943,0
2.02E+11,2017,10,24,Philippines,Southeast Asia,Surigao del Sur,Coleto,8.228173,126.271709,1
2.02E+11,2017,8,10,Philippines,Southeast Asia,Surigao del Sur,Santo Nino,8.766104,126.238398,0
2.02E+11,2017,5,6,Philippines,Southeast Asia,Davao Oriental,Cabuaya,6.953055,126.21611,0
2.02E+11,2017,7,11,Philippines,Southeast Asia,Compostela Valley,Panansalan,7.709449,126.197976,0
2.02E+11,2017,5,6,Philippines,Southeast Asia,Davao Oriental,Macambol,6.833577,126.195725,0
2.02E+11,2017,2,14,Philippines,Southeast Asia,Davao Oriental,Lupon,7.106,126.176643,0
2.02E+11,2017,7,18,Philippines,Southeast Asia,Surigao del Sur,Lubcon,9.233334,126.166664,0
2.02E+11,2017,12,23,Philippines,Southeast Asia,Compostela Valley,Las Arenas,7.239798,126.16165,0
2.02E+11,2017,5,17,Philippines,Southeast Asia,Surigao del Sur,Purok Lansones,9.094576,126.16043,0
2.02E+11,2017,2,5,Philippines,Southeast Asia,Compostela Valley,Araibo,7.237173,126.160289,0
2.02E+11,2017,3,27,Philippines,Southeast Asia,Surigao del Sur,Santa Fe,8.458153,126.157312,0
2.02E+11,2017,2,22,Philippines,Southeast Asia,Compostela Valley,Tigbao,7.260029,126.126697,0
2.02E+11,2017,3,25,Philippines,Southeast Asia,Compostela Valley,Maragusan,7.316422,126.125427,0
2.02E+11,2017,7,18,Philippines,Southeast Asia,Surigao del Sur,Tago district,8.964295,126.11108,0
2.02E+11,2017,6,22,Philippines,Southeast Asia,Surigao del Norte,San Isidro,9.93694,126.08861,0
2.02E+11,2017,1,30,Philippines,Southeast Asia,Compostela Valley,Union,7.807113,126.083894,0
2.02E+11,2017,6,9,Philippines,Southeast Asia,Davao Oriental,Tagugpo,7.011302,126.077368,0
2.02E+11,2017,10,25,Philippines,Southeast Asia,Surigao del Sur,Banahao,8.66455,126.063505,0
2.02E+11,2017,2,5,Philippines,Southeast Asia,Agusan del Sur,Pangyan,8.04532,126.06184,-99
2.02E+11,2017,1,31,Philippines,Southeast Asia,Agusan del Sur,Unknown,8.046389,126.061538,0
2.02E+11,2017,11,6,Philippines,Southeast Asia,Surigao del Sur,San Isidro,8.683174,126.06148,3
2.02E+11,2017,9,21,Philippines,Southeast Asia,Agusan del Sur,Basa,8.070379,126.060816,0
2.02E+11,2017,9,28,Philippines,Southeast Asia,Surigao del Sur,Libas Sud,8.868648,126.050244,-99
2.02E+11,2017,7,30,Philippines,Southeast Asia,Agusan del Sur,Imelda,8.121913,126.047912,0
2.02E+11,2017,9,28,Philippines,Southeast Asia,Surigao del Sur,Libas Sud,8.866664,126.036107,-99
2.02E+11,2017,7,8,Philippines,Southeast Asia,Surigao del Sur,San Miguel district,8.879689,126.022192,0
2.02E+11,2017,5,13,Philippines,Southeast Asia,Agusan del Sur,Bayugan 3,8.313322,126.009354,0
2.02E+11,2017,2,28,Philippines,Southeast Asia,Agusan del Sur,Rosario,8.381583,126.002471,0
2.02E+11,2017,12,27,Philippines,Southeast Asia,Compostela Valley,Nuevo Iloco,7.519444,125.971667,0
2.02E+11,2017,12,27,Philippines,Southeast Asia,Compostela Valley,San Jose,7.69125,125.964221,1
2.02E+11,2017,12,28,Philippines,Southeast Asia,Compostela Valley,Tubaon,7.49596,125.964158,0
2.02E+11,2017,12,12,Philippines,Southeast Asia,Surigao del Sur,Gacub,9.295934,125.960453,0
2.02E+11,2017,12,12,Philippines,Southeast Asia,Surigao del Sur,Gacub,9.295934,125.960453,0
2.02E+11,2017,2,8,Philippines,Southeast Asia,Compostela Valley,Malamodao,7.37,125.953889,-99
2.02E+11,2017,6,13,Philippines,Southeast Asia,Compostela Valley,Unknown,7.6,125.95,0
2.02E+11,2017,8,14,Philippines,Southeast Asia,Compostela Valley,Poblacion,7.512998,125.931549,1
2.02E+11,2017,12,26,Philippines,Southeast Asia,Compostela Valley,Tuboan,7.138494,125.931399,0
2.02E+11,2017,4,4,Philippines,Southeast Asia,Compostela Valley,Kidawa,7.938909,125.915708,0
2.02E+11,2017,7,7,Philippines,Southeast Asia,Surigao del Sur,Bitaugan,9.05,125.9,0
2.02E+11,2017,9,7,Philippines,Southeast Asia,Surigao del Sur,Bitaugan,9.05,125.9,1
2.02E+11,2017,10,10,Philippines,Southeast Asia,Surigao del Sur,Bitaugan,9.051115,125.899608,0
2.02E+11,2017,2,19,Philippines,Southeast Asia,Compostela Valley,Elizalde,7.357986,125.857563,0
2.02E+11,2017,3,11,Philippines,Southeast Asia,Compostela Valley,Cabuyoan,7.310036,125.850589,0
2.02E+11,2017,3,25,Philippines,Southeast Asia,Compostela Valley,L.S. Sarmiento,7.927639,125.822074,2
2.02E+11,2017,6,18,Philippines,Southeast Asia,Compostela Valley,Kidawa,7.83,125.82,0
2.02E+11,2017,7,3,Philippines,Southeast Asia,Davao del Norte,Magugpo North,7.466835,125.819815,1
2.02E+11,2017,3,21,Philippines,Southeast Asia,Agusan del Sur,Comota,8.338611,125.796111,1
2.02E+11,2017,5,16,Philippines,Southeast Asia,Agusan del Sur,Tabon-tabon,8.961028,125.759476,1
2.02E+11,2017,12,25,Philippines,Southeast Asia,Compostela Valley,Melale,7.921958,125.746148,-99
2.02E+11,2017,7,27,Philippines,Southeast Asia,Agusan del Sur,Del Rio,8.857933,125.731428,1
2.02E+11,2017,7,18,Philippines,Southeast Asia,Agusan del Norte,Anticala,9.021072,125.686072,1
2.02E+11,2017,8,9,Philippines,Southeast Asia,Davao del Norte,Panabo City,7.318034,125.6773,1
2.02E+11,2017,8,21,Philippines,Southeast Asia,Agusan del Norte,Mahaba,9.099348,125.667894,0
2.02E+11,2017,4,29,Philippines,Southeast Asia,Davao del Sur,Bunawan,7.224729,125.640863,0
2.02E+11,2017,11,14,Philippines,Southeast Asia,Agusan del Norte,Santiago district,9.241662,125.631419,0
2.02E+11,2017,6,23,Philippines,Southeast Asia,Davao del Norte,Malitbong,7.333482,125.625189,4
2.02E+11,2017,9,23,Philippines,Southeast Asia,Surigao del Norte,Payapag,9.549522,125.620716,0
2.02E+11,2017,11,14,Philippines,Southeast Asia,Agusan del Norte,Little Baguio,9.418651,125.620689,0
2.02E+11,2017,1,30,Philippines,Southeast Asia,Agusan del Norte,Hinimbangan,9.420658,125.620484,0
2.02E+11,2017,5,10,Philippines,Southeast Asia,Agusan del Sur,La Paz district,8.261139,125.609547,1
2.02E+11,2017,2,16,Philippines,Southeast Asia,Davao del Sur,Davao City,7.083241,125.600998,4
2.02E+11,2017,4,29,Philippines,Southeast Asia,Davao del Sur,Tigatto,7.123938,125.598768,1
2.02E+11,2017,1,29,Philippines,Southeast Asia,Surigao del Norte,Budlingin,9.469021,125.597222,0
2.02E+11,2017,3,8,Philippines,Southeast Asia,Surigao del Norte,Budlingin,9.469599,125.5972,1
2.02E+11,2017,1,30,Philippines,Southeast Asia,Agusan del Norte,Mahayahay,9.445284,125.584089,0
2.02E+11,2017,11,3,Philippines,Southeast Asia,Agusan del Norte,San Mateo,8.793432,125.579464,0
2.02E+11,2017,1,30,Philippines,Southeast Asia,Agusan del Norte,San Isidro,9.452928,125.574473,0
2.02E+11,2017,4,29,Philippines,Southeast Asia,Davao del Sur,Mandug,7.163122,125.574229,0
2.02E+11,2017,3,15,Philippines,Southeast Asia,Agusan del Norte,Hinimbangan,9.448709,125.57143,0
2.02E+11,2017,3,15,Philippines,Southeast Asia,Agusan del Norte,Hinimbangan,9.448709,125.57143,0
2.02E+11,2017,3,15,Philippines,Southeast Asia,Agusan del Norte,Hinimbangan,9.448709,125.57143,0
2.02E+11,2017,11,13,Philippines,Southeast Asia,Surigao del Norte,Bad-as,9.637574,125.571258,0
2.02E+11,2017,6,18,Philippines,Southeast Asia,Davao Occidental,Marabatuan,5.904939,125.567551,0
2.02E+11,2017,2,11,Philippines,Southeast Asia,Agusan del Norte,San Isidro,9.230375,125.565639,3
2.02E+11,2017,9,5,Philippines,Southeast Asia,Agusan del Norte,Cabadbaran,9.139722,125.559722,1
2.02E+11,2017,11,14,Philippines,Southeast Asia,Agusan del Norte,Cuyago,9.34528,125.552905,0
2.02E+11,2017,11,13,Philippines,Southeast Asia,Davao del Sur,New Valencia,7.18599,125.54937,1
2.02E+11,2017,8,12,Philippines,Southeast Asia,Eastern Samar,Calutan,11.26477,125.535923,1
2.02E+11,2017,12,17,Philippines,Southeast Asia,Davao del Norte,Gupitan,7.902708,125.522001,1
2.02E+11,2017,6,24,Philippines,Southeast Asia,Agusan del Norte,Cuyago,9.34,125.52,0
2.02E+11,2017,9,6,Philippines,Southeast Asia,Surigao del Norte,Mapawa,9.735495,125.519264,0
2.02E+11,2017,9,10,Philippines,Southeast Asia,Surigao del Norte,Mapawa,9.735518,125.519222,1
2.02E+11,2017,4,29,Philippines,Southeast Asia,Davao del Sur,Pangyan,7.185168,125.516468,2
2.02E+11,2017,10,21,Philippines,Southeast Asia,Agusan del Norte,Bonbon,8.917107,125.507236,0
2.02E+11,2017,12,10,Philippines,Southeast Asia,Surigao del Norte,Trinidad,9.69423,125.504891,0
2.02E+11,2017,12,10,Philippines,Southeast Asia,Surigao del Norte,Trinidad,9.71623,125.504322,-99
2.02E+11,2017,12,10,Philippines,Southeast Asia,Surigao del Norte,Anomar,9.680242,125.503993,-99
2.02E+11,2017,11,13,Philippines,Southeast Asia,Surigao del Norte,Trinidad,9.710856,125.502383,0
2.02E+11,2017,2,16,Philippines,Southeast Asia,Davao del Sur,Paquibato,7.369717,125.495898,1
2.02E+11,2017,12,3,Philippines,Southeast Asia,Davao del Sur,Toril,7.009218,125.494197,3
2.02E+11,2017,7,18,Philippines,Southeast Asia,Surigao del Norte,Surigao City,9.78472,125.489693,0
2.02E+11,2017,3,23,Philippines,Southeast Asia,Agusan del Sur,Bunucayan,8.068792,125.488951,3
2.02E+11,2017,1,30,Philippines,Southeast Asia,Surigao del Norte,Mat-i,9.717225,125.47665,1
2.02E+11,2017,12,10,Philippines,Southeast Asia,Davao del Sur,Calinan district,7.234865,125.456246,1
2.02E+11,2017,6,8,Philippines,Southeast Asia,Eastern Samar,Biga,11.110724,125.445758,-99
2.02E+11,2017,11,14,Philippines,Southeast Asia,Agusan del Sur,Mahagsay,8.544784,125.444062,1
2.02E+11,2017,2,18,Philippines,Southeast Asia,Davao del Sur,Inayangan,7.267752,125.440773,0
2.02E+11,2017,12,13,Philippines,Southeast Asia,Surigao del Norte,Magtangale,9.730278,125.430833,0
2.02E+11,2017,2,27,Philippines,Southeast Asia,Surigao del Norte,Tinago,9.613777,125.411322,0
2.02E+11,2017,1,16,Philippines,Southeast Asia,Davao del Sur,Saloy,7.300206,125.41013,1
2.02E+11,2017,4,9,Philippines,Southeast Asia,Davao del Sur,Gumalang,7.208333,125.403611,0
2.02E+11,2017,2,14,Philippines,Southeast Asia,Surigao del Norte,Malimono,9.617466,125.40209,0
2.02E+11,2017,12,7,Philippines,Southeast Asia,Davao del Sur,Carmen,7.170699,125.400308,-99
2.02E+11,2017,3,22,Philippines,Southeast Asia,Surigao del Norte,Jubgan,9.681835,125.396062,0
2.02E+11,2017,6,18,Philippines,Southeast Asia,Davao del Sur,Pagan Pequino,7.246699,125.383535,0
2.02E+11,2017,2,16,Philippines,Southeast Asia,Davao del Sur,Tawan-Tawan,7.174335,125.374053,0
2.02E+11,2017,12,1,Philippines,Southeast Asia,Sarangani,Balataan,6.185032,125.346625,2
2.02E+11,2017,3,14,Philippines,Southeast Asia,Bukidnon,San Fernando,7.91778,125.328624,0
2.02E+11,2017,10,16,Philippines,Southeast Asia,Sarangani,Tuyan,5.99627,125.292393,0
2.02E+11,2017,3,28,Philippines,Southeast Asia,Sarangani,Alabel,6.10179,125.29048,0
2.02E+11,2017,2,7,Philippines,Southeast Asia,Davao del Sur,Marilog,7.368979,125.283236,0
2.02E+11,2017,1,30,Philippines,Southeast Asia,Sarangani,Alabel,6.08525,125.272616,0
2.02E+11,2017,2,25,Philippines,Southeast Asia,Bukidnon,Lumbayao,7.946025,125.244473,0
2.02E+11,2017,10,29,Philippines,Southeast Asia,Davao del Sur,Kimlawis,6.62734,125.235645,2
2.02E+11,2017,3,26,Philippines,Southeast Asia,Bukidnon,Concepcion,7.887759,125.22153,0
2.02E+11,2017,3,8,Philippines,Southeast Asia,Davao del Sur,Sibayan,6.784057,125.217967,4
2.02E+11,2017,3,8,Philippines,Southeast Asia,Davao del Sur,Sibayan,6.784057,125.217967,2
2.02E+11,2017,7,19,Philippines,Southeast Asia,North Cotabato,Napalico,7.481878,125.212099,1
2.02E+11,2017,7,31,Philippines,Southeast Asia,Agusan del Norte,Unknown,9.062643,125.211945,-99
2.02E+11,2017,5,29,Philippines,Southeast Asia,Sarangani,Glan,5.822439,125.203366,0
2.02E+11,2017,10,25,Philippines,Southeast Asia,North Cotabato,Tumanding,7.346308,125.182953,1
2.02E+11,2017,2,1,Philippines,Southeast Asia,Bukidnon,Kibalabag,8.225311,125.182447,3
2.02E+11,2017,1,30,Philippines,Southeast Asia,Bukidnon,Concepcion,7.86319,125.170874,0
2.02E+11,2017,9,29,Philippines,Southeast Asia,Bukidnon,Calabugao,8.420361,125.16948,0
2.02E+11,2017,9,21,Philippines,Southeast Asia,North Cotabato,Santo Nino,7.335841,125.167236,3
2.02E+11,2017,9,29,Philippines,Southeast Asia,Bukidnon,Hagpa,8.49194,125.163761,0
2.02E+11,2017,10,14,Philippines,Southeast Asia,North Cotabato,Batasan,6.949318,125.160178,0
2.02E+11,2017,4,3,Philippines,Southeast Asia,North Cotabato,Batasan,6.948108,125.159735,0
2.02E+11,2017,10,3,Philippines,Southeast Asia,North Cotabato,Mahongkog,7.23922,125.159295,1
2.02E+11,2017,4,9,Philippines,Southeast Asia,North Cotabato,Mahungcog,7.244821,125.159197,0
2.02E+11,2017,6,5,Philippines,Southeast Asia,North Cotabato,Kisante,6.92306,125.155,0
2.02E+11,2017,9,16,Philippines,Southeast Asia,Davao del Sur,Malawanit,6.723931,125.150235,0
2.02E+11,2017,11,6,Philippines,Southeast Asia,North Cotabato,Napanlahan,7.353767,125.147445,1
2.02E+11,2017,2,8,Philippines,Southeast Asia,North Cotabato,Malibatuan,7.308063,125.147324,1
2.02E+11,2017,9,19,Philippines,Southeast Asia,North Cotabato,Anapolon,7.443109,125.143407,1
2.02E+11,2017,10,9,Philippines,Southeast Asia,North Cotabato,Balete,7.238841,125.142067,1
2.02E+11,2017,2,7,Philippines,Southeast Asia,North Cotabato,Balite,7.238969,125.142004,1
2.02E+11,2017,11,3,Philippines,Southeast Asia,Bukidnon,Casisang,8.135462,125.137908,0
2.02E+11,2017,6,10,Philippines,Southeast Asia,North Cotabato,Malasila,6.94389,125.12944,2
2.02E+11,2017,10,17,Philippines,Southeast Asia,Northern Samar,Sangay,12.535607,125.129215,1
2.02E+11,2017,2,25,Philippines,Southeast Asia,Bukidnon,Merangerang,7.763809,125.120193,0
2.02E+11,2017,10,8,Philippines,Southeast Asia,Bukidnon,Merangerang,7.763809,125.120193,0
2.02E+11,2017,3,30,Philippines,Southeast Asia,South Cotabato,Sinawal,6.120132,125.117342,0
2.02E+11,2017,2,21,Philippines,Southeast Asia,North Cotabato,Basak,7.213886,125.117251,1
2.02E+11,2017,2,19,Philippines,Southeast Asia,North Cotabato,Malire,7.288356,125.110374,0
2.02E+11,2017,8,25,Philippines,Southeast Asia,Misamis Oriental,Mimbalite,8.810398,125.10698,0
2.02E+11,2017,3,23,Philippines,Southeast Asia,North Cotabato,Camutan,7.255079,125.103966,-99
2.02E+11,2017,3,13,Philippines,Southeast Asia,North Cotabato,San Vincente,6.949902,125.101076,0
2.02E+11,2017,3,20,Philippines,Southeast Asia,Misamis Oriental,Gingoog,8.822198,125.100987,0
2.02E+11,2017,3,20,Philippines,Southeast Asia,Bukidnon,Quezon,7.730071,125.099395,0
2.02E+11,2017,2,3,Philippines,Southeast Asia,Bukidnon,Quezon district,7.73,125.099,1
2.02E+11,2017,8,16,Philippines,Southeast Asia,North Cotabato,Doroloman,7.345683,125.09248,0
2.02E+11,2017,3,16,Philippines,Southeast Asia,North Cotabato,Mateo,7.020898,125.091469,0
2.02E+11,2017,5,29,Philippines,Southeast Asia,North Cotabato,Kidapawan,7.020898,125.091469,0
2.02E+11,2017,5,5,Philippines,Southeast Asia,Bukidnon,Valencia,7.904959,125.09111,0
2.02E+11,2017,5,5,Philippines,Southeast Asia,Bukidnon,Valencia,7.904959,125.09111,0
2.02E+11,2017,10,9,Philippines,Southeast Asia,North Cotabato,Doroluman,7.34876,125.088955,0
2.02E+11,2017,7,22,Philippines,Southeast Asia,Bukidnon,Kitobo,7.609688,125.088363,1
2.02E+11,2017,5,26,Philippines,Southeast Asia,North Cotabato,Marbel,7.064015,125.087258,0
2.02E+11,2017,1,20,Philippines,Southeast Asia,North Cotabato,Makilala district,6.923432,125.082859,0
2.02E+11,2017,7,25,Philippines,Southeast Asia,Northern Samar,San Jorge,12.340315,125.069098,1
2.02E+11,2017,3,20,Philippines,Southeast Asia,Bukidnon,Patpat,8.196758,125.06471,0
2.02E+11,2017,9,27,Philippines,Southeast Asia,South Cotabato,Polomolok,6.224521,125.061266,1
2.02E+11,2017,7,9,Philippines,Southeast Asia,North Cotabato,President Roxas district,7.1609,125.060841,1
2.02E+11,2017,12,28,Philippines,Southeast Asia,North Cotabato,Tuael,7.135539,125.057363,-99
2.02E+11,2017,5,30,Philippines,Southeast Asia,North Cotabato,Labuo,7.130171,125.049507,0
2.02E+11,2017,11,27,Philippines,Southeast Asia,North Cotabato,Greenhills,7.187706,125.046388,0
2.02E+11,2017,12,16,Philippines,Southeast Asia,Northern Samar,Hinagonoyan,12.458056,125.045556,0
2.02E+11,2017,3,27,Philippines,Southeast Asia,Bukidnon,Magsaysay,8.076887,125.045419,0
2.02E+11,2017,9,21,Philippines,Southeast Asia,North Cotabato,Labuo,7.114167,125.045278,0
2.02E+11,2017,7,30,Philippines,Southeast Asia,Bukidnon,Bukang Liwayway,7.485713,125.044323,1
2.02E+11,2017,4,11,Philippines,Southeast Asia,North Cotabato,Macmod,7.108335,125.038816,0
2.02E+11,2017,12,1,Philippines,Southeast Asia,North Cotabato,Unknown,7.108335,125.038816,1
2.02E+11,2017,5,1,Philippines,Southeast Asia,Samar,Hilumot,12.023278,125.03354,2
2.02E+11,2017,5,26,Philippines,Southeast Asia,North Cotabato,Sikitan,7.067748,125.033156,0
2.02E+11,2017,12,10,Philippines,Southeast Asia,Northern Samar,Bugay,12.352465,125.019541,0
2.02E+11,2017,12,10,Philippines,Southeast Asia,Northern Samar,Las Navas district,12.306408,125.016787,0
2.02E+11,2017,8,16,Philippines,Southeast Asia,North Cotabato,Katipunan,7.042418,125.007119,0
2.02E+11,2017,5,27,Philippines,Southeast Asia,Bukidnon,Laportuna,8.266667,124.983333,0
2.02E+11,2017,3,24,Philippines,Southeast Asia,South Cotabato,Liberty,6.455771,124.981569,0
2.02E+11,2017,5,19,Philippines,Southeast Asia,Misamis Oriental,Pelaez,8.698314,124.979063,0
2.02E+11,2017,3,30,Philippines,Southeast Asia,Samar,Motiong,11.778665,124.978519,0
2.02E+11,2017,2,1,Philippines,Southeast Asia,Sultan Kudarat,Telafas,6.635278,124.975,0
2.02E+11,2017,7,26,Philippines,Southeast Asia,Samar,Jian,11.836268,124.961687,0
2.02E+11,2017,1,4,Philippines,Southeast Asia,North Cotabato,Amas,7.065261,124.961053,7
2.02E+11,2017,2,22,Philippines,Southeast Asia,Samar,Jiabong,11.763428,124.950514,1
2.02E+11,2017,10,26,Philippines,Southeast Asia,South Cotabato,Tupi,6.333312,124.950048,1
2.02E+11,2017,11,13,Philippines,Southeast Asia,South Cotabato,Tupi district,6.33,124.95,1
2.02E+11,2017,9,16,Philippines,Southeast Asia,North Cotabato,Matalam district,7.1525,124.923637,1
2.02E+11,2017,3,3,Philippines,Southeast Asia,Samar,Canlapwas,11.789409,124.896312,0
2.02E+11,2017,3,30,Philippines,Southeast Asia,Northern Samar,Geparayan,12.321094,124.892505,0
2.02E+11,2017,8,9,Philippines,Southeast Asia,South Cotabato,Rotonda,6.521944,124.89,1
2.02E+11,2017,2,1,Philippines,Southeast Asia,North Cotabato,Mlang,6.946206,124.878099,1
2.02E+11,2017,2,27,Philippines,Southeast Asia,Misamis Oriental,Kaulayanan,8.880206,124.868101,1
2.02E+11,2017,10,26,Philippines,Southeast Asia,North Cotabato,Gaunan,6.931313,124.861802,2
2.02E+11,2017,11,7,Philippines,Southeast Asia,Sarangani,Lumasal,5.885282,124.849465,0
2.02E+11,2017,5,24,Philippines,Southeast Asia,Bukidnon,Santo Nino,7.83934,124.840341,0
2.02E+11,2017,8,21,Philippines,Southeast Asia,North Cotabato,Kabacan district,7.107192,124.840341,0
2.02E+11,2017,8,21,Philippines,Southeast Asia,South Cotabato,Tudok,6.015738,124.8252,0
2.02E+11,2017,9,27,Philippines,Southeast Asia,South Cotabato,Tudok,6.023563,124.825031,0
2.02E+11,2017,10,3,Philippines,Southeast Asia,South Cotabato,T'Boli,6.219977,124.819924,0
2.02E+11,2017,3,1,Philippines,Southeast Asia,North Cotabato,Kabacan,7.112214,124.809737,0
2.02E+11,2017,3,6,Philippines,Southeast Asia,Misamis Oriental,San Juan,8.750112,124.797942,0
2.02E+11,2017,8,12,Philippines,Southeast Asia,South Cotabato,Banga,6.3884,124.796146,0
2.02E+11,2017,10,3,Philippines,Southeast Asia,North Cotabato,Manarapan,7.256043,124.789938,0
2.02E+11,2017,12,3,Philippines,Southeast Asia,Misamis Oriental,Binuangan,8.919581,124.783746,-99
2.02E+11,2017,3,20,Philippines,Southeast Asia,Misamis Oriental,Balingasag district,8.744462,124.781605,0
2.02E+11,2017,10,1,Philippines,Southeast Asia,Sarangani,Maligang,5.976427,124.772642,0
2.02E+11,2017,9,27,Philippines,Southeast Asia,Sarangani,Maligang,5.995118,124.743298,0
2.02E+11,2017,4,19,Philippines,Southeast Asia,Maguindanao,Nabundas,7.121111,124.7425,0
2.02E+11,2017,8,7,Philippines,Southeast Asia,Sultan Kudarat,President Quirino,6.702104,124.741539,1
2.02E+11,2017,3,3,Philippines,Southeast Asia,Samar,Silanga,11.823425,124.69506,0
2.02E+11,2017,11,19,Philippines,Southeast Asia,North Cotabato,Inug-og,7.050292,124.68843,0
2.02E+11,2017,6,20,Philippines,Southeast Asia,Leyte,Paglaum,11.3,124.68,0
2.02E+11,2017,4,3,Philippines,Southeast Asia,Sultan Kudarat,Tacurong,6.687966,124.678774,0
2.02E+11,2017,4,17,Philippines,Southeast Asia,Sultan Kudarat,Tacurong,6.687966,124.678774,0
2.02E+11,2017,4,17,Philippines,Southeast Asia,Sultan Kudarat,Tacurong,6.687966,124.678774,0
2.02E+11,2017,1,29,Philippines,Southeast Asia,North Cotabato,Nalapaan,7.054,124.671997,0
2.02E+11,2017,6,29,Philippines,Southeast Asia,North Cotabato,Bualan,7.05,124.67,0
2.02E+11,2017,7,10,Philippines,Southeast Asia,North Cotabato,Dalingaoen,7.090853,124.657999,1
2.02E+11,2017,2,26,Philippines,Southeast Asia,North Cotabato,Kabasalan,6.97282,124.630855,2
2.02E+11,2017,1,29,Philippines,Southeast Asia,North Cotabato,Pagangan,7.188938,124.630337,0
2.02E+11,2017,4,5,Philippines,Southeast Asia,Sarangani,Kiamba,5.989446,124.629173,0
2.02E+11,2017,2,9,Philippines,Southeast Asia,Bukidnon,Tikalaan,8.035507,124.626297,1
2.02E+11,2017,2,9,Philippines,Southeast Asia,Bukidnon,Tikalaan,8.035507,124.626297,0
2.02E+11,2017,11,9,Philippines,Southeast Asia,Bukidnon,Tikalaan,8.035507,124.626297,2
2.02E+11,2017,11,10,Philippines,Southeast Asia,Bukidnon,Tikalaan,8.036249,124.626157,0
2.02E+11,2017,12,30,Philippines,Southeast Asia,North Cotabato,Pikit district,7.053143,124.61927,1
2.02E+11,2017,6,20,Philippines,Southeast Asia,Northern Samar,Somage,12.41667,124.61667,0
2.02E+11,2017,6,5,Philippines,Southeast Asia,Sarangani,Kiamba district,6.034726,124.605189,0
2.02E+11,2017,11,22,Philippines,Southeast Asia,Sultan Kudarat,Kalawag,6.631996,124.60181,0
2.02E+11,2017,5,22,Philippines,Southeast Asia,Sultan Kudarat,Isulan,6.632264,124.597814,0
2.02E+11,2017,4,18,Philippines,Southeast Asia,North Cotabato,Pagangan,7.119097,124.597462,0
2.02E+11,2017,12,7,Philippines,Southeast Asia,Sultan Kudarat,Dansuli,6.644478,124.596186,1
