origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,2000,origin.lat,origin.lon,dest.lat,dest.lon
South Africa,ZAF,Total,TOT,India,IND,7676,-30.559482,22.937506,20.593684,78.96288
South Africa,ZAF,Total,TOT,Monaco,MCO,7612,-30.559482,22.937506,43.750298,7.412841
South Africa,ZAF,Total,TOT,Sudan,SDN,7780,-30.559482,22.937506,12.862807,30.217636
South Africa,ZAF,Total,TOT,Tonga,TON,7658,-30.559482,22.937506,-21.178986,-175.198242
Spain,ESP,Total,TOT,Dominican Republic,DOM,7642,40.463667,-3.74922,18.735693,-70.162651
Spain,ESP,Total,TOT,Greece,GRC,7783,40.463667,-3.74922,39.074208,21.824312
Spain,ESP,Total,TOT,Latvia,LVA,7658,40.463667,-3.74922,56.879635,24.603189
Spain,ESP,Total,TOT,Libya,LBY,7707,40.463667,-3.74922,26.3351,17.228331
Spain,ESP,Total,TOT,Mauritania,MRT,7738,40.463667,-3.74922,21.00789,-10.940835
Spain,ESP,Total,TOT,Paraguay,PRY,8005,40.463667,-3.74922,-23.442503,-58.443832
Sri Lanka,LKA,Total,TOT,Albania,ALB,7658,7.873054,80.771797,41.153332,20.168331
Sri Lanka,LKA,Total,TOT,Canada,CAN,7629,7.873054,80.771797,56.130366,-106.346771
Sri Lanka,LKA,Total,TOT,Netherlands,NLD,7881,7.873054,80.771797,52.132633,5.291266
Sri Lanka,LKA,Total,TOT,Pakistan,PAK,7843,7.873054,80.771797,30.375321,69.345116
Sri Lanka,LKA,Total,TOT,Seychelles,SYC,7755,7.873054,80.771797,-4.679574,55.491977
Sri Lanka,LKA,Total,TOT,Tunisia,TUN,7658,7.873054,80.771797,33.886917,9.537499
Sudan,SDN,Total,TOT,Croatia,HRV,7658,12.862807,30.217636,45.1,15.2
Sudan,SDN,Total,TOT,Hungary,HUN,7882,12.862807,30.217636,47.162494,19.503304
Sudan,SDN,Total,TOT,Libya,LBY,7810,12.862807,30.217636,26.3351,17.228331
Sudan,SDN,Total,TOT,Morocco,MAR,7882,12.862807,30.217636,31.791702,-7.09262
Sudan,SDN,Total,TOT,Nigeria,NGA,7627,12.862807,30.217636,9.081999,8.675277
Suriname,SUR,Total,TOT,Colombia,COL,7658,3.919305,-56.027783,4.570868,-74.297333
Suriname,SUR,Total,TOT,French Guiana,GUF,7743,3.919305,-56.027783,3.933889,-53.125782
Suriname,SUR,Total,TOT,Switzerland,CHE,7658,3.919305,-56.027783,46.818188,8.227512
Swaziland,SWZ,Total,TOT,Israel,ISR,7917,-26.522503,31.465866,31.046051,34.851612
Swaziland,SWZ,Total,TOT,Pakistan,PAK,7658,-26.522503,31.465866,30.375321,69.345116
Sweden,SWE,Total,TOT,Algeria,DZA,7658,60.128161,18.643501,28.033886,1.659626
Sweden,SWE,Total,TOT,Bulgaria,BGR,7695,60.128161,18.643501,42.733883,25.48583
Sweden,SWE,Total,TOT,Gibraltar,GIB,7658,60.128161,18.643501,36.137741,-5.345374
Sweden,SWE,Total,TOT,Guadeloupe,GLP,7658,60.128161,18.643501,16.995971,-62.067641
Sweden,SWE,Total,TOT,Luxembourg,LUX,7932,60.128161,18.643501,49.815273,6.129583
Sweden,SWE,Total,TOT,Nepal,NPL,7658,60.128161,18.643501,28.394857,84.124008
Sweden,SWE,Total,TOT,New Zealand,NZL,7862,60.128161,18.643501,-40.900557,174.885971
Sweden,SWE,Total,TOT,Portugal,PRT,7872,60.128161,18.643501,39.399872,-8.224454
Sweden,SWE,Total,TOT,Romania,ROU,7917,60.128161,18.643501,45.943161,24.96676
Switzerland,CHE,Total,TOT,Bulgaria,BGR,7948,46.818188,8.227512,42.733883,25.48583
Switzerland,CHE,Total,TOT,Gabon,GAB,7658,46.818188,8.227512,-0.803689,11.609444
Switzerland,CHE,Total,TOT,Guatemala,GTM,7851,46.818188,8.227512,15.783471,-90.230759
Switzerland,CHE,Total,TOT,Israel,ISR,7902,46.818188,8.227512,31.046051,34.851612
Switzerland,CHE,Total,TOT,Jamaica,JAM,7658,46.818188,8.227512,18.109581,-77.297508
Switzerland,CHE,Total,TOT,Monaco,MCO,7659,46.818188,8.227512,43.750298,7.412841
Switzerland,CHE,Total,TOT,Nepal,NPL,7658,46.818188,8.227512,28.394857,84.124008
Switzerland,CHE,Total,TOT,Puerto Rico,PRI,7612,46.818188,8.227512,18.220833,-66.590149
Switzerland,CHE,Total,TOT,Sudan,SDN,7658,46.818188,8.227512,12.862807,30.217636
Switzerland,CHE,Total,TOT,Uganda,UGA,7658,46.818188,8.227512,1.373333,32.290275
Tajikistan,TJK,Total,TOT,Austria,AUT,7882,38.861034,71.276093,47.516231,14.550072
Tajikistan,TJK,Total,TOT,Georgia,GEO,7879,38.861034,71.276093,42.315407,43.356892
Tajikistan,TJK,Total,TOT,Lebanon,LBN,7851,38.861034,71.276093,33.854721,35.862285
Tajikistan,TJK,Total,TOT,Mozambique,MOZ,7658,38.861034,71.276093,-18.665695,35.529562
Tajikistan,TJK,Total,TOT,Nigeria,NGA,7659,38.861034,71.276093,9.081999,8.675277
Tajikistan,TJK,Total,TOT,Philippines,PHL,7780,38.861034,71.276093,12.879721,121.774017
Tanzania,TZA,Total,TOT,Austria,AUT,7612,-6.369028,34.888822,47.516231,14.550072
Tanzania,TZA,Total,TOT,Chile,CHL,7658,-6.369028,34.888822,-35.675147,-71.542969
Tanzania,TZA,Total,TOT,Israel,ISR,7882,-6.369028,34.888822,31.046051,34.851612
Tanzania,TZA,Total,TOT,Lebanon,LBN,7658,-6.369028,34.888822,33.854721,35.862285
Tanzania,TZA,Total,TOT,Malawi,MWI,7857,-6.369028,34.888822,-13.254308,34.301525
Thailand,THA,Total,TOT,Indonesia,IDN,7952,15.870032,100.992541,-0.789275,113.921327
Thailand,THA,Total,TOT,Qatar,QAT,7664,15.870032,100.992541,25.354826,51.183884
Thailand,THA,Total,TOT,Singapore,SGP,7786,15.870032,100.992541,1.352083,103.819836
Timor-Leste,TLS,Total,TOT,Australia,AUS,7758,-8.874217,125.727539,-25.274398,133.775136
Togo,TGO,Total,TOT,Austria,AUT,7851,8.619543,0.824782,47.516231,14.550072
Togo,TGO,Total,TOT,Botswana,BWA,7658,8.619543,0.824782,-22.328474,24.684866
Togo,TGO,Total,TOT,Mali,MLI,7693,8.619543,0.824782,17.570692,-3.996166
Togo,TGO,Total,TOT,Netherlands,NLD,7673,8.619543,0.824782,52.132633,5.291266
Tokelau,TKL,Total,TOT,India,IND,7658,-8.967363,-171.855881,20.593684,78.96288
Tonga,TON,Total,TOT,Czech Republic,CZE,7658,-21.178986,-175.198242,49.817492,15.472962
Tonga,TON,Total,TOT,Denmark,DNK,7658,-21.178986,-175.198242,56.26392,9.501785
Tonga,TON,Total,TOT,Samoa,WSM,7814,-21.178986,-175.198242,-13.759029,-172.104629
Trinidad and Tobago,TTO,Total,TOT,Cayman Islands,CYM,7695,10.691803,-61.222503,19.513469,-80.566956
Trinidad and Tobago,TTO,Total,TOT,Cuba,CUB,7612,10.691803,-61.222503,21.521757,-77.781167
Trinidad and Tobago,TTO,Total,TOT,Nigeria,NGA,7978,10.691803,-61.222503,9.081999,8.675277
Trinidad and Tobago,TTO,Total,TOT,Switzerland,CHE,7917,10.691803,-61.222503,46.818188,8.227512
Tunisia,TUN,Total,TOT,Guinea,GIN,7658,33.886917,9.537499,9.945587,-9.696645
Tunisia,TUN,Total,TOT,Saudi Arabia,SAU,7730,33.886917,9.537499,23.885942,45.079162
Tunisia,TUN,Total,TOT,United Kingdom,GBR,7997,33.886917,9.537499,55.378051,-3.435973
Turkey,TUR,Total,TOT,Albania,ALB,7658,38.963745,35.243322,41.153332,20.168331
Turkey,TUR,Total,TOT,Dominican Republic,DOM,7612,38.963745,35.243322,18.735693,-70.162651
Turkey,TUR,Total,TOT,Italy,ITA,7899,38.963745,35.243322,41.87194,12.56738
Turkey,TUR,Total,TOT,United States,USA,7803,38.963745,35.243322,37.09024,-95.712891
Turkmenistan,TKM,Total,TOT,Georgia,GEO,7739,38.969719,59.556278,42.315407,43.356892
Turkmenistan,TKM,Total,TOT,Latvia,LVA,7687,38.969719,59.556278,56.879635,24.603189
Turks and Caicos Islands,TCA,Total,TOT,Australia,AUS,7658,21.694025,-71.797928,-25.274398,133.775136
Turks and Caicos Islands,TCA,Total,TOT,Trinidad and Tobago,TTO,7695,21.694025,-71.797928,10.691803,-61.222503
Tuvalu,TUV,Total,TOT,Samoa,WSM,7659,-7.109535,177.64933,-13.759029,-172.104629
Uganda,UGA,Total,TOT,Cyprus,CYP,7658,1.373333,32.290275,35.126413,33.429859
Uganda,UGA,Total,TOT,Denmark,DNK,7821,1.373333,32.290275,56.26392,9.501785
Uganda,UGA,Total,TOT,Guinea,GIN,7658,1.373333,32.290275,9.945587,-9.696645
Ukraine,UKR,Total,TOT,Argentina,ARG,7850,48.379433,31.16558,-38.416097,-63.616672
Ukraine,UKR,Total,TOT,Bangladesh,BGD,7658,48.379433,31.16558,23.684994,90.356331
Ukraine,UKR,Total,TOT,Guam,GUM,7658,48.379433,31.16558,13.444304,144.793731
Ukraine,UKR,Total,TOT,Honduras,HND,7658,48.379433,31.16558,15.199999,-86.241905
Ukraine,UKR,Total,TOT,Mauritius,MUS,7658,48.379433,31.16558,-20.348404,57.552152
Ukraine,UKR,Total,TOT,Papua New Guinea,PNG,7658,48.379433,31.16558,-6.314993,143.95555
Ukraine,UKR,Total,TOT,Portugal,PRT,7962,48.379433,31.16558,39.399872,-8.224454
Ukraine,UKR,Total,TOT,Senegal,SEN,7658,48.379433,31.16558,14.497401,-14.452362
Ukraine,UKR,Total,TOT,United Arab Emirates,ARE,7612,48.379433,31.16558,23.424076,53.847818
United Arab Emirates,ARE,Total,TOT,Iraq,IRQ,7780,23.424076,53.847818,33.223191,43.679291
United Arab Emirates,ARE,Total,TOT,Kuwait,KWT,7654,23.424076,53.847818,29.31166,47.481766
United Kingdom,GBR,Total,TOT,Afghanistan,AFG,7659,55.378051,-3.435973,33.93911,67.709953
United Kingdom,GBR,Total,TOT,Ghana,GHA,8004,55.378051,-3.435973,7.946527,-1.023194
United Kingdom,GBR,Total,TOT,Malawi,MWI,7945,55.378051,-3.435973,-13.254308,34.301525
United Kingdom,GBR,Total,TOT,Mongolia,MNG,7814,55.378051,-3.435973,46.862496,103.846656
United Kingdom,GBR,Total,TOT,Mozambique,MOZ,7768,55.378051,-3.435973,-18.665695,35.529562
United Kingdom,GBR,Total,TOT,Nigeria,NGA,7873,55.378051,-3.435973,9.081999,8.675277
United Kingdom,GBR,Total,TOT,Tanzania,TZA,7957,55.378051,-3.435973,-6.369028,34.888822
United States,USA,Total,TOT,Andorra,AND,7851,37.09024,-95.712891,42.546245,1.601554
United States,USA,Total,TOT,Bhutan,BTN,7738,37.09024,-95.712891,27.514162,90.433601
United States,USA,Total,TOT,Botswana,BWA,7696,37.09024,-95.712891,-22.328474,24.684866
United States,USA,Total,TOT,Costa Rica,CRI,7859,37.09024,-95.712891,9.748917,-83.753428
United States,USA,Total,TOT,Croatia,HRV,7830,37.09024,-95.712891,45.1,15.2
United States,USA,Total,TOT,Nepal,NPL,7851,37.09024,-95.712891,28.394857,84.124008
United States,USA,Total,TOT,Poland,POL,7886,37.09024,-95.712891,51.919438,19.145136
United States,USA,Total,TOT,Zimbabwe,ZWE,7690,37.09024,-95.712891,-19.015438,29.154857
Uruguay,URY,Total,TOT,Australia,AUS,7838,-32.522779,-55.765835,-25.274398,133.775136
Uruguay,URY,Total,TOT,Belgium,BEL,7612,-32.522779,-55.765835,50.503887,4.469936
Uruguay,URY,Total,TOT,Bulgaria,BGR,7658,-32.522779,-55.765835,42.733883,25.48583
Uruguay,URY,Total,TOT,Samoa,WSM,7658,-32.522779,-55.765835,-13.759029,-172.104629
Uruguay,URY,Total,TOT,Sudan,SDN,7658,-32.522779,-55.765835,12.862807,30.217636
Uzbekistan,UZB,Total,TOT,Botswana,BWA,7658,41.377491,64.585262,-22.328474,24.684866
Uzbekistan,UZB,Total,TOT,Japan,JPN,7612,41.377491,64.585262,36.204824,138.252924
Uzbekistan,UZB,Total,TOT,Luxembourg,LUX,7658,41.377491,64.585262,49.815273,6.129583
Uzbekistan,UZB,Total,TOT,Portugal,PRT,7658,41.377491,64.585262,39.399872,-8.224454
Vanuatu,VUT,Total,TOT,Australia,AUS,7608,-15.376706,166.959158,-25.274398,133.775136
Vanuatu,VUT,Total,TOT,Guam,GUM,7658,-15.376706,166.959158,13.444304,144.793731
Vietnam,VNM,Total,TOT,Botswana,BWA,7658,14.058324,108.277199,-22.328474,24.684866
Vietnam,VNM,Total,TOT,Philippines,PHL,7760,14.058324,108.277199,12.879721,121.774017
Vietnam,VNM,Total,TOT,Togo,TGO,7658,14.058324,108.277199,8.619543,0.824782
Vietnam,VNM,Total,TOT,Vanuatu,VUT,7658,14.058324,108.277199,-15.376706,166.959158
Wallis and Futuna,WLF,Total,TOT,Guam,GUM,7658,-13.768752,-177.156097,13.444304,144.793731
Zambia,ZMB,Total,TOT,Bangladesh,BGD,7917,-13.133897,27.849332,23.684994,90.356331
Zambia,ZMB,Total,TOT,Belgium,BEL,7658,-13.133897,27.849332,50.503887,4.469936
Zambia,ZMB,Total,TOT,Botswana,BWA,7613,-13.133897,27.849332,-22.328474,24.684866
Zambia,ZMB,Total,TOT,Jordan,JOR,7658,-13.133897,27.849332,30.585164,36.238414
Zambia,ZMB,Total,TOT,Monaco,MCO,7658,-13.133897,27.849332,43.750298,7.412841
Zambia,ZMB,Total,TOT,Namibia,NAM,7924,-13.133897,27.849332,-22.95764,18.49041
Zambia,ZMB,Total,TOT,New Zealand,NZL,7817,-13.133897,27.849332,-40.900557,174.885971
Zambia,ZMB,Total,TOT,Sierra Leone,SLE,7978,-13.133897,27.849332,8.460555,-11.779889
Zambia,ZMB,Total,TOT,Switzerland,CHE,7780,-13.133897,27.849332,46.818188,8.227512
Zimbabwe,ZWE,Total,TOT,Armenia,ARM,7780,-19.015438,29.154857,40.069099,45.038189
Zimbabwe,ZWE,Total,TOT,Cameroon,CMR,7658,-19.015438,29.154857,7.369722,12.354722
Zimbabwe,ZWE,Total,TOT,French Polynesia,PYF,7917,-19.015438,29.154857,-17.679742,-149.406843
Zimbabwe,ZWE,Total,TOT,Martinique,MTQ,7658,-19.015438,29.154857,14.641528,-61.024174
Zimbabwe,ZWE,Total,TOT,Peru,PER,7658,-19.015438,29.154857,-9.189967,-75.015152
Zimbabwe,ZWE,Total,TOT,Spain,ESP,7978,-19.015438,29.154857,40.463667,-3.74922
